facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date,address_normalized,full_address,fraud_score,fraud_flags,licensee_normalized,license_year,closed_year,google_maps_url
child_care_centers,304371156,ANDREWS HEAD START,ORANGE COUNTY HEAD START,WENDY RODRIGUEZ,(714) 241-8920,1231 E. CHAPMAN AVENUE,FULLERTON,CA,92831,ORANGE,6,20,LICENSED,2017-04-07,,5252025,1231 E CHAPMAN AVENUE,"1231 E CHAPMAN AVENUE, FULLERTON",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,ORANGE COUNTY HEAD START,2017.0,,https://www.google.com/maps/search/1231%20E.%20CHAPMAN%20AVENUE%2C%20FULLERTON%2C%20CA
child_care_centers,313610886,ANGELS IN ACTION LEARNING CENTER,"ANGELS IN ACTION LEARNING CENTER, INC.",NOELLE RODRIGUEZ,(916) 632-1622,4500 TUTTLE ROAD,ROCKLIN,CA,95677,PLACER,3,53,CLOSED,2005-10-03,2020-08-28,5252025,4500 TUTTLE ROAD,"4500 TUTTLE ROAD, ROCKLIN",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"ANGELS IN ACTION LEARNING CENTER, INC.",2005.0,2020.0,https://www.google.com/maps/search/4500%20TUTTLE%20ROAD%2C%20ROCKLIN%2C%20CA
child_care_centers,343609289,ANGELS IN ACTION LEARNING CENTER,"ANGELS IN ACTION LEARNING CENTER, INC.","MADDY, ELIZABETH",(916) 723-2633,7998 OLD AUBURN RD.,CITRUS HEIGHTS,CA,95610,SACRAMENTO,3,72,LICENSED,2003-10-30,,5252025,7998 OLD AUBURN RD,"7998 OLD AUBURN RD, CITRUS HEIGHTS",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"ANGELS IN ACTION LEARNING CENTER, INC.",2003.0,,https://www.google.com/maps/search/7998%20OLD%20AUBURN%20RD.%2C%20CITRUS%20HEIGHTS%2C%20CA
child_care_centers,414004898,ANNE CAMPBELL CHILD DEVELOPMENT CENTER,SAN MATEO COUNTY OFFICE OF EDUCATION,JENNY JANE LAM,(650) 802-5616,65 TOWER ROAD,SAN MATEO,CA,94402,SAN MATEO,5,40,LICENSED,2022-08-09,,5252025,65 TOWER ROAD,"65 TOWER ROAD, SAN MATEO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,SAN MATEO COUNTY OFFICE OF EDUCATION,2022.0,,https://www.google.com/maps/search/65%20TOWER%20ROAD%2C%20SAN%20MATEO%2C%20CA
child_care_centers,197494766,APPLE SCHOOL EARLY CHILDHOOD EDUCATIONAL CENTER,"APPLE SCHOOL ECEC, INC.",YELENA DOBRYNINA,(323) 449-1378,14123 VICTORY BLVD,VAN NUYS,CA,91401,LOS ANGELES,58,60,LICENSED,2021-04-15,,5252025,14123 VICTORY BLVD,"14123 VICTORY BLVD, VAN NUYS",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"APPLE SCHOOL ECEC, INC.",2021.0,,https://www.google.com/maps/search/14123%20VICTORY%20BLVD%2C%20VAN%20NUYS%2C%20CA
child_care_centers,384004188,APPLE TREE CHILDREN CENTER- PRESCHOOL,"APPLE TREE CHILDREN CENTER, INC","LIN, SHUYING",(415) 695-4726,1331 HARRISON STREET,SAN FRANCISCO,CA,94103,SAN FRANCISCO,5,21,LICENSED,2020-01-28,,5252025,1331 HARRISON STREET,"1331 HARRISON STREET, SAN FRANCISCO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"APPLE TREE CHILDREN CENTER, INC",2020.0,,https://www.google.com/maps/search/1331%20HARRISON%20STREET%2C%20SAN%20FRANCISCO%2C%20CA
child_care_centers,367750041,APPLE VALLEY CHILD CARE CENTER,"DVARECKAS, INC.",SHERRY JENKINS,(760) 242-5437,18609 CORWIN ROAD,APPLE VALLEY,CA,92307,SAN BERNARDINO,12,62,LICENSED,2021-12-01,,5252025,18609 CORWIN ROAD,"18609 CORWIN ROAD, APPLE VALLEY",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"DVARECKAS, INC.",2021.0,,https://www.google.com/maps/search/18609%20CORWIN%20ROAD%2C%20APPLE%20VALLEY%2C%20CA
child_care_centers,65403846,ARBUCKLE CHILDREN'S CENTER,COLUSA COUNTY OFFICE OF EDUCATION,"MARKSS, VICKI",(530) 476-2115,940 WILDWOOD ROAD,ARBUCKLE,CA,95912,COLUSA,13,24,LICENSED,2003-12-22,,5252025,940 WILDWOOD ROAD,"940 WILDWOOD ROAD, ARBUCKLE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,COLUSA COUNTY OFFICE OF EDUCATION,2003.0,,https://www.google.com/maps/search/940%20WILDWOOD%20ROAD%2C%20ARBUCKLE%2C%20CA
child_care_centers,197750149,ARK ACADEMY,RIVKA JONES,VONDA PERRY,(661) 504-4034,1146  COMMERCE CENTER DRIVE,LANCASTER,CA,93534,LOS ANGELES,12,30,LICENSED,2022-12-08,,5252025,1146 COMMERCE CENTER DRIVE,"1146 COMMERCE CENTER DRIVE, LANCASTER",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,RIVKA JONES,2022.0,,https://www.google.com/maps/search/1146%20%20COMMERCE%20CENTER%20DRIVE%2C%20LANCASTER%2C%20CA
child_care_centers,334805395,ARMADA ELEMENTARY HEAD START,MORENO VALLEY UNIFIED SCHOOL DISTRICT,JENNIFER ADCOCK,(951) 571-4716,25201 JOHN F KENNEDY DRIVE,MORENO VALLEY,CA,92551,RIVERSIDE,10,119,LICENSED,1998-09-14,,5252025,25201 JOHN F KENNEDY DRIVE,"25201 JOHN F KENNEDY DRIVE, MORENO VALLEY",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,MORENO VALLEY UNIFIED SCHOOL DISTRICT,1998.0,,https://www.google.com/maps/search/25201%20JOHN%20F%20KENNEDY%20DRIVE%2C%20MORENO%20VALLEY%2C%20CA
child_care_centers,406216447,ARROYO GRANDE MONTESSORI SCHOOL,DEJ. INC.,ELIZABETH SILVA,(805) 473-2979,216 OAK STREET,ARROYO GRANDE,CA,93420,SAN LUIS OBISPO,17,23,LICENSED,2022-10-19,,5252025,216 OAK STREET,"216 OAK STREET, ARROYO GRANDE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,DEJ. INC.,2022.0,,https://www.google.com/maps/search/216%20OAK%20STREET%2C%20ARROYO%20GRANDE%2C%20CA
child_care_centers,343621866,ART BEAST CHILD DEVELOPMENT CENTER,WAKING THE VILLAGE,BIANCA MIRAFLORES,(916) 896-6195,4390 47TH AVENUE,SACRAMENTO,CA,95824,SACRAMENTO,3,68,INACTIVE,2017-10-04,,5252025,4390 47TH AVENUE,"4390 47TH AVENUE, SACRAMENTO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,WAKING THE VILLAGE,2017.0,,https://www.google.com/maps/search/4390%2047TH%20AVENUE%2C%20SACRAMENTO%2C%20CA
child_care_centers,343624444,ART BEAST STUDIO,ART BEAST STUDIO,BIANCA MIRAFLORES,(916) 743-1776,2226 K STREET,SACRAMENTO,CA,95816,SACRAMENTO,3,30,LICENSED,2022-10-26,,5252025,2226 K STREET,"2226 K STREET, SACRAMENTO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,ART BEAST STUDIO,2022.0,,https://www.google.com/maps/search/2226%20K%20STREET%2C%20SACRAMENTO%2C%20CA
child_care_centers,393601460,ARTESI II MIGRANT CHILD CARE CENTER,"COMM.ACTION PARTNERSHIP SAN LUIS OBISPO CO.,INC.",LIZBETH ARROYO,(209) 983-0655,777 WEST MATHEWS ROAD,FRENCH CAMP,CA,95231,SAN JOAQUIN,53,72,LICENSED,1995-12-15,,5252025,777 WEST MATHEWS ROAD,"777 WEST MATHEWS ROAD, FRENCH CAMP",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"COMM.ACTION PARTNERSHIP SAN LUIS OBISPO CO.,INC.",1995.0,,https://www.google.com/maps/search/777%20WEST%20MATHEWS%20ROAD%2C%20FRENCH%20CAMP%2C%20CA
child_care_centers,393601438,ARTESI III CHILD DEV. CTR. - W. MATHEWS,"COMM.ACTION PARTNERSHIP SAN LUIS OBISPO CO.,INC.",DELIA CORTEZ,(209) 982-0520,333 WEST MATHEWS ROAD,FRENCH CAMP,CA,95231,SAN JOAQUIN,53,50,LICENSED,1995-12-15,,5252025,333 WEST MATHEWS ROAD,"333 WEST MATHEWS ROAD, FRENCH CAMP",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"COMM.ACTION PARTNERSHIP SAN LUIS OBISPO CO.,INC.",1995.0,,https://www.google.com/maps/search/333%20WEST%20MATHEWS%20ROAD%2C%20FRENCH%20CAMP%2C%20CA
child_care_centers,566216008,ASCENSION LUTHERAN EARLY CHILDHOOD CENTER,ASCENSION LUTHERAN EARLY CHILDHOOD CENTER,JENNIFER MCCOY,(805) 381-9081,1620 HILLCREST DRIVE,THOUSAND OAKS,CA,91362,VENTURA,17,122,LICENSED,2020-08-21,,5252025,1620 HILLCREST DRIVE,"1620 HILLCREST DRIVE, THOUSAND OAKS",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,ASCENSION LUTHERAN EARLY CHILDHOOD CENTER,2020.0,,https://www.google.com/maps/search/1620%20HILLCREST%20DRIVE%2C%20THOUSAND%20OAKS%2C%20CA
child_care_centers,376700936,ASPEN LEAF PRESCHOOL,"CAALP, INC.",RANDI SCHWARTZ,(619) 501-8899,3518 THIRD AVENUE,SAN DIEGO,CA,92103,SAN DIEGO,20,29,LICENSED,2012-09-25,,5252025,3518 THIRD AVENUE,"3518 THIRD AVENUE, SAN DIEGO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"CAALP, INC.",2012.0,,https://www.google.com/maps/search/3518%20THIRD%20AVENUE%2C%20SAN%20DIEGO%2C%20CA
child_care_centers,376701252,ASPEN LEAF PRESCHOOL,"CAALP, INC.",AMANDA THOMAS,(619) 285-0767,3111 30TH STREET,SAN DIEGO,CA,92104,SAN DIEGO,20,41,LICENSED,2016-09-12,,5252025,3111 30TH STREET,"3111 30TH STREET, SAN DIEGO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"CAALP, INC.",2016.0,,https://www.google.com/maps/search/3111%2030TH%20STREET%2C%20SAN%20DIEGO%2C%20CA
child_care_centers,376701477,ASPEN LEAF PRESCHOOL-BARRY TED MOSKOWITZ CCC,"CAALP, INC.",SUSANNA HERBST,(619) 557-3431,"880 FRONT STREET, SUITE 1295",SAN DIEGO,CA,92101,SAN DIEGO,20,70,LICENSED,2020-12-08,,5252025,880 FRONT STREET SUITE 1295,"880 FRONT STREET SUITE 1295, SAN DIEGO",4,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; COVID_ERA_LICENSE; ,"CAALP, INC.",2020.0,,https://www.google.com/maps/search/880%20FRONT%20STREET%2C%20SUITE%201295%2C%20SAN%20DIEGO%2C%20CA
child_care_centers,376105004,ASPIRATIONS SCHOOL OF LEARNING,BRIGHT HORIZONS CHILDREN'S CENTER LLC,ANGIE TRIANA,(760) 603-9173,6286 EL CAMINO REAL,CARLSBAD,CA,92009,SAN DIEGO,51,156,LICENSED,2020-01-31,,5252025,6286 EL CAMINO REAL,"6286 EL CAMINO REAL, CARLSBAD",4,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; COVID_ERA_LICENSE; ,BRIGHT HORIZONS CHILDREN'S CENTER LLC,2020.0,,https://www.google.com/maps/search/6286%20EL%20CAMINO%20REAL%2C%20CARLSBAD%2C%20CA
child_care_centers,343623775,ASSIST ACADEMY,ASSIST ACADEMY,"MILLER, KEVIN",(916) 629-5239,4049 MARCONI AVENUE,SACRAMENTO,CA,95821,SACRAMENTO,3,100,CLOSED,2021-02-16,2023-05-01,5252025,4049 MARCONI AVENUE,"4049 MARCONI AVENUE, SACRAMENTO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,ASSIST ACADEMY,2021.0,2023.0,https://www.google.com/maps/search/4049%20MARCONI%20AVENUE%2C%20SACRAMENTO%2C%20CA
child_care_centers,406216330,ATASCADERO CHILDREN'S CENTER,"TORREY, HARVEST / YOST, SARA E.","HARVEST TORREY, SARA YOST",(805) 461-0811,11850 VIEJO CAMINO,ATASCADERO,CA,93422,SAN LUIS OBISPO,17,78,LICENSED,2022-12-14,,5252025,11850 VIEJO CAMINO,"11850 VIEJO CAMINO, ATASCADERO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"TORREY, HARVEST / YOST, SARA E.",2022.0,,https://www.google.com/maps/search/11850%20VIEJO%20CAMINO%2C%20ATASCADERO%2C%20CA
child_care_centers,406205657,ATASCADERO EARLY LEARNING CENTER,SAN LUIS OBISPO COUNTY OFFICE OF EDUCATION,LAUREN THORNE,(805) 466-8181,8500 SAN GABRIEL ROAD,ATASCADERO,CA,93422,SAN LUIS OBISPO,17,22,LICENSED,1998-02-20,,5252025,8500 SAN GABRIEL ROAD,"8500 SAN GABRIEL ROAD, ATASCADERO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,SAN LUIS OBISPO COUNTY OFFICE OF EDUCATION,1998.0,,https://www.google.com/maps/search/8500%20SAN%20GABRIEL%20ROAD%2C%20ATASCADERO%2C%20CA
child_care_centers,553616866,ATCAA - BLUE BELL HEAD START,AMADOR TUOLUMNE COMMUNITY ACTION AGENCY,BREENA SMITH,(209) 533-1397,18080 BLUE BELL ROAD EAST,SONORA,CA,95370,TUOLUMNE,53,30,LICENSED,2011-08-25,,5252025,18080 BLUE BELL ROAD EAST,"18080 BLUE BELL ROAD EAST, SONORA",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,AMADOR TUOLUMNE COMMUNITY ACTION AGENCY,2011.0,,https://www.google.com/maps/search/18080%20BLUE%20BELL%20ROAD%20EAST%2C%20SONORA%2C%20CA
child_care_centers,33607205,ATCAA - IONE HEAD START,AMADOR TUOLUMNE COMMUNITY ACTION AGENCY,SANDY BUCHANAN,(209) 274-0395,108 WEST MARLETTE STREET,IONE,CA,95640,AMADOR,53,20,LICENSED,2001-12-27,,5252025,108 WEST MARLETTE STREET,"108 WEST MARLETTE STREET, IONE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,AMADOR TUOLUMNE COMMUNITY ACTION AGENCY,2001.0,,https://www.google.com/maps/search/108%20WEST%20MARLETTE%20STREET%2C%20IONE%2C%20CA
child_care_centers,553621401,ATCAA SONORA HEAD START,AMADOR TUOLUMNE COMMUNITY ACTION AGENCY,BREENA SMITH,(209) 532-0037,830 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,53,22,CLOSED,2016-10-17,2022-05-25,5252025,830 GREENLEY ROAD,"830 GREENLEY ROAD, SONORA",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,AMADOR TUOLUMNE COMMUNITY ACTION AGENCY,2016.0,2022.0,https://www.google.com/maps/search/830%20GREENLEY%20ROAD%2C%20SONORA%2C%20CA
child_care_centers,434417041,ATLC PRESCHOOL & EXTENDED CARE,"ATLC PRESCHOOL AND EXTENDED CARE, INC.",PAULA WALKUP,(408) 371-2573,1975 CAMBRIANNA DRIVE,SAN JOSE,CA,95124,SANTA CLARA,7,150,CLOSED,2022-10-07,2024-10-02,5252025,1975 CAMBRIANNA DRIVE,"1975 CAMBRIANNA DRIVE, SAN JOSE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"ATLC PRESCHOOL AND EXTENDED CARE, INC.",2022.0,2024.0,https://www.google.com/maps/search/1975%20CAMBRIANNA%20DRIVE%2C%20SAN%20JOSE%2C%20CA
child_care_centers,13423121,AU BEAU SEJOUR FRENCH PRESCHOOL,"AU BEAU SEJOUR FRENCH PRESCHOOL, INC.","CHARBONNIER, CHLOE",(949) 295-7169,5040 MOUNTAIN BOULEVARD,OAKLAND,CA,94619,ALAMEDA,2,48,LICENSED,2021-07-01,,5252025,5040 MOUNTAIN BOULEVARD,"5040 MOUNTAIN BOULEVARD, OAKLAND",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"AU BEAU SEJOUR FRENCH PRESCHOOL, INC.",2021.0,,https://www.google.com/maps/search/5040%20MOUNTAIN%20BOULEVARD%2C%20OAKLAND%2C%20CA
child_care_centers,376105106,AU CLAIR DE LUNE,AU CLAIR DE LUNE INC,JESSICA BEDIN,(858) 384-6648,1945 COOLIDGE ST,SAN DIEGO,CA,92111,SAN DIEGO,51,45,CLOSED,2022-09-02,2024-08-20,5252025,1945 COOLIDGE ST,"1945 COOLIDGE ST, SAN DIEGO",3,COVID_ERA_LICENSE; SHORT_LIVED; ,AU CLAIR DE LUNE INC,2022.0,2024.0,https://www.google.com/maps/search/1945%20COOLIDGE%20ST%2C%20SAN%20DIEGO%2C%20CA
child_care_centers,414004865,AU P'TIT MONDE OF PENINSULA,KIDSMART PRESCHOOLS LLC,"RAMOUL, LYNDA",(650) 787-8434,1980 CLARKE AVENUE,EAST PALO ALTO,CA,94303,SAN MATEO,5,80,LICENSED,2022-06-03,,5252025,1980 CLARKE AVENUE,"1980 CLARKE AVENUE, EAST PALO ALTO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,KIDSMART PRESCHOOLS LLC,2022.0,,https://www.google.com/maps/search/1980%20CLARKE%20AVENUE%2C%20EAST%20PALO%20ALTO%2C%20CA
child_care_centers,73408895,AUTUMN CREEK LEARNING CENTER,AUTUMN CREEK CORPORATION,"BHARGAVA, ASMITA S.",(925) 743-4187,14 OSBORN WAY,DANVILLE,CA,94526,CONTRA COSTA,2,80,LICENSED,2020-11-24,,5252025,14 OSBORN WAY,"14 OSBORN WAY, DANVILLE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,AUTUMN CREEK CORPORATION,2020.0,,https://www.google.com/maps/search/14%20OSBORN%20WAY%2C%20DANVILLE%2C%20CA
child_care_centers,384004134,"AVENUES KINDERCARE, THE",KINDERCARE EDUCATION LLC,"HEMBERGER, EMILY",(415) 221-6133,334 28TH AVENUE,SAN FRANCISCO,CA,94121,SAN FRANCISCO,5,94,LICENSED,2019-08-09,,5252025,334 28TH AVENUE,"334 28TH AVENUE, SAN FRANCISCO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,KINDERCARE EDUCATION LLC,2019.0,,https://www.google.com/maps/search/334%2028TH%20AVENUE%2C%20SAN%20FRANCISCO%2C%20CA
child_care_centers,198400357,B L HARVEY SCHOOL,B L HARVEY SCHOOL,"PETTIS, MARGARET",(310) 930-5208,3581 E. IMPERIAL HWY,LYNWOOD,CA,90262,LOS ANGELES,54,30,CLOSED,2021-05-26,2023-05-09,5252025,3581 E IMPERIAL HWY,"3581 E IMPERIAL HWY, LYNWOOD",3,COVID_ERA_LICENSE; SHORT_LIVED; ,B L HARVEY SCHOOL,2021.0,2023.0,https://www.google.com/maps/search/3581%20E.%20IMPERIAL%20HWY%2C%20LYNWOOD%2C%20CA
child_care_centers,73408277,BABY YALE ACADEMY-HARVEST PARK,"BABY YALE ACADEMY, INC",NICOLE MORAN-ESTRADA,(925) 626-5004,"605 HARVEST PARK, STE A",BRENTWOOD,CA,94513,CONTRA COSTA,2,22,LICENSED,2018-11-19,,5252025,605 HARVEST PARK STE A,"605 HARVEST PARK STE A, BRENTWOOD",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"BABY YALE ACADEMY, INC",2018.0,,https://www.google.com/maps/search/605%20HARVEST%20PARK%2C%20STE%20A%2C%20BRENTWOOD%2C%20CA
child_care_centers,73408934,BABY YALE ACADEMY LT2,"BABY YALE ACADEMY, INC","REEVES, LITA",(925) 413-3608,6830 LONE TREE WAY SUITE B,BRENTWOOD,CA,94513,CONTRA COSTA,2,24,LICENSED,2023-07-28,,5252025,6830 LONE TREE WAY SUITE B,"6830 LONE TREE WAY SUITE B, BRENTWOOD",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"BABY YALE ACADEMY, INC",2023.0,,https://www.google.com/maps/search/6830%20LONE%20TREE%20WAY%20SUITE%20B%2C%20BRENTWOOD%2C%20CA
child_care_centers,73408925,BABY YALE ACADEMY PITT,"BABY YALE ACADEMY, INC.","REEVES, LITA",(925) 413-3608,369 EAST LELAND ROAD,PITTSBURG,CA,94565,CONTRA COSTA,2,24,LICENSED,2023-07-28,,5252025,369 EAST LELAND ROAD,"369 EAST LELAND ROAD, PITTSBURG",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"BABY YALE ACADEMY, INC.",2023.0,,https://www.google.com/maps/search/369%20EAST%20LELAND%20ROAD%2C%20PITTSBURG%2C%20CA
child_care_centers,157750002,BALAS MONTESSORI DEVELOPMENT CENTER,SHANNON M. BALAS,COURTNEY LEFTER,(760) 375-8261,1661 TRIANGLE DR,RIDGECREST,CA,93555,KERN,12,36,CLOSED,2020-08-13,2023-12-10,5252025,1661 TRIANGLE DR,"1661 TRIANGLE DR, RIDGECREST",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,SHANNON M. BALAS,2020.0,2023.0,https://www.google.com/maps/search/1661%20TRIANGLE%20DR%2C%20RIDGECREST%2C%20CA
child_care_centers,313624807,BAMBINI & STERLING MONTESSORI,KAP ACHIEVERS LLC,JUAN PAOLO SARMIENTO,(650) 430-2037,1170 EAST JOINER PARKWAY,LINCOLN,CA,95648,PLACER,3,27,CLOSED,2023-08-04,2024-07-22,5252025,1170 EAST JOINER PARKWAY,"1170 EAST JOINER PARKWAY, LINCOLN",5,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; SHORT_LIVED; ,KAP ACHIEVERS LLC,2023.0,2024.0,https://www.google.com/maps/search/1170%20EAST%20JOINER%20PARKWAY%2C%20LINCOLN%2C%20CA
child_care_centers,434400473,BARRON PARK CHILDRENS CENTER,PALO ALTO COMMUNITY CHILD CARE,"ORTEGA, JANETTE",(650) 493-2361,800 BARRON AVENUE,PALO ALTO,CA,94306,SANTA CLARA,52,24,LICENSED,1998-08-31,,5252025,800 BARRON AVENUE,"800 BARRON AVENUE, PALO ALTO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,PALO ALTO COMMUNITY CHILD CARE,1998.0,,https://www.google.com/maps/search/800%20BARRON%20AVENUE%2C%20PALO%20ALTO%2C%20CA
child_care_centers,203810137,BASE CAMP PRESCHOOL AND DAYCARE,RHONDA CORIPPO,"VIRGIL, JAMIE",(559) 658-7320,43875 PATRICK AVE,COARSEGOLD,CA,93614,MADERA,4,26,LICENSED,2022-02-18,,5252025,43875 PATRICK AVE,"43875 PATRICK AVE, COARSEGOLD",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,RHONDA CORIPPO,2022.0,,https://www.google.com/maps/search/43875%20PATRICK%20AVE%2C%20COARSEGOLD%2C%20CA
child_care_centers,304370135,BATHGATE ELEMENTARY,CAPISTRANO UNIFIED SCHOOL DISTRICT,ESTRELLA VARGAS,(949) 348-0451,27642 NAPOLI WAY,MISSION VIEJO,CA,92692,ORANGE,6,24,LICENSED,2004-10-01,,5252025,27642 NAPOLI WAY,"27642 NAPOLI WAY, MISSION VIEJO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,CAPISTRANO UNIFIED SCHOOL DISTRICT,2004.0,,https://www.google.com/maps/search/27642%20NAPOLI%20WAY%2C%20MISSION%20VIEJO%2C%20CA
child_care_centers,13415294,BAY AREA CHILD CARE - BRIER/GLANKLER,BAY AREA CHILD CARE,"ANWAR, GHAZALA",(510) 657-8392,39201 SUNDALE DRIVE,FREMONT,CA,94538,ALAMEDA,52,30,LICENSED,2001-10-15,,5252025,39201 SUNDALE DRIVE,"39201 SUNDALE DRIVE, FREMONT",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,BAY AREA CHILD CARE,2001.0,,https://www.google.com/maps/search/39201%20SUNDALE%20DRIVE%2C%20FREMONT%2C%20CA
child_care_centers,73408927,"BAY CHRISTIAN SCHOOL, THE","BAY CHURCH, THE","WELENCE, TAMMIE L.",(925) 516-1908,2200 VENTURA DRIVE,BRENTWOOD,CA,94513,CONTRA COSTA,2,44,LICENSED,2022-07-26,,5252025,2200 VENTURA DRIVE,"2200 VENTURA DRIVE, BRENTWOOD",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"BAY CHURCH, THE",2022.0,,https://www.google.com/maps/search/2200%20VENTURA%20DRIVE%2C%20BRENTWOOD%2C%20CA
child_care_centers,197407903,BEACH BABIES #2,"BEACH BABIES, LLC",LAURIE MARSDEN,(310) 376-9533,1765/1775 ARTESIA BLVD.,MANHATTAN BEACH,CA,90266,LOS ANGELES,30,153,LICENSED,2001-03-26,,5252025,1765/1775 ARTESIA BLVD,"1765/1775 ARTESIA BLVD, MANHATTAN BEACH",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"BEACH BABIES, LLC",2001.0,,https://www.google.com/maps/search/1765/1775%20ARTESIA%20BLVD.%2C%20MANHATTAN%20BEACH%2C%20CA
child_care_centers,197415650,BEACH BABIES #3,"BEACH BABIES, LLC",DENISE TYNER,(310) 322-8900,2161 EAST GRAND AVENUE,EL SEGUNDO,CA,90245,LOS ANGELES,30,105,LICENSED,2008-09-02,,5252025,2161 EAST GRAND AVENUE,"2161 EAST GRAND AVENUE, EL SEGUNDO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"BEACH BABIES, LLC",2008.0,,https://www.google.com/maps/search/2161%20EAST%20GRAND%20AVENUE%2C%20EL%20SEGUNDO%2C%20CA
child_care_centers,334846368,BEAUMONT/DESERT PRESCHOOL ACADEMY,DESERT PRESCHOOL ACADEMY,MARY VELASQUEZ,(951) 845-8195,874 BEAUMONT AVENUE,BEAUMONT,CA,92223,RIVERSIDE,9,56,LICENSED,2023-07-24,,5252025,874 BEAUMONT AVENUE,"874 BEAUMONT AVENUE, BEAUMONT",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,DESERT PRESCHOOL ACADEMY,2023.0,,https://www.google.com/maps/search/874%20BEAUMONT%20AVENUE%2C%20BEAUMONT%2C%20CA
child_care_centers,313624491,"BEE KIND PRESCHOOL, INC.","BEE KIND PRESCHOOL, INC",BREANA BAKER,(916) 755-2111,7117 HOPE WAY,PENRYN,CA,95663,PLACER,3,45,LICENSED,2022-10-03,,5252025,7117 HOPE WAY,"7117 HOPE WAY, PENRYN",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"BEE KIND PRESCHOOL, INC",2022.0,,https://www.google.com/maps/search/7117%20HOPE%20WAY%2C%20PENRYN%2C%20CA
child_care_centers,198400496,"BEGINNING ZONE, THE",ELMA REYNOLDS,"REYNOLDS, ELMA",(310) 347-1318,5600 N. PARAMOUNT BLVD.,LONG BEACH,CA,90805,LOS ANGELES,54,51,LICENSED,2022-04-07,,5252025,5600 N PARAMOUNT BLVD,"5600 N PARAMOUNT BLVD, LONG BEACH",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,ELMA REYNOLDS,2022.0,,https://www.google.com/maps/search/5600%20N.%20PARAMOUNT%20BLVD.%2C%20LONG%20BEACH%2C%20CA
