facility_name,licensee,facility_address,facility_city,facility_zip,county_name,facility_capacity,facility_status,license_first_date,closed_date,months_operated,facility_telephone_number,risk_score,google_maps_url
VILLAGE EARLY LEARNING CENTER,TWIN RIVERS UNIFIED SCHOOL DISTRICT,6845 LARCHMONT DRIVE,NORTH HIGHLANDS,95660,SACRAMENTO,8,CLOSED,11/30/2021,11/8/2023,23.6,(916) 566-3485,9,https://www.google.com/maps/search/6845%20LARCHMONT%20DRIVE%2C%20NORTH%20HIGHLANDS%2C%20CA
VALLEY NURSERY SCHOOL,KEVIN CHONG YI,6948 WOODMAN AVENUE,VALLEY GLEN,91405,LOS ANGELES,11,CLOSED,11/19/2021,8/24/2023,21.4,(818) 782-8630,9,https://www.google.com/maps/search/6948%20WOODMAN%20AVENUE%2C%20VALLEY%20GLEN%2C%20CA
THOMSEN LEARNING CENTER,"THOMSEN, PAMELA",217 EARLHAM STREET,RAMONA,92065,SAN DIEGO,12,CLOSED,7/16/2022,6/17/2024,23.4,(760) 440-0014,9,https://www.google.com/maps/search/217%20EARLHAM%20STREET%2C%20RAMONA%2C%20CA
"KARIMI, SAFA","KARIMI, SAFA",Unavailable,WEST SACRAMENTO,95691,YOLO,14,CLOSED,8/23/2022,8/30/2023,12.4,(916) 995-6673,9,https://www.google.com/maps/search/Unavailable%2C%20WEST%20SACRAMENTO%2C%20CA
KAGRAMANYAN FAMILY CHILD CARE,REGINA KAGRAMANYAN,Unavailable,ESCONDIDO,92025,SAN DIEGO,14,CLOSED,3/4/2022,1/5/2024,22.4,(619) 850-9622,9,https://www.google.com/maps/search/Unavailable%2C%20ESCONDIDO%2C%20CA
"GARCIA, LYDIA FAMILY CHILD CARE","GARCIA, LYDIA",Unavailable,VISALIA,93292,TULARE,14,CLOSED,10/2/2020,5/31/2022,20.2,(559) 805-4704,9,https://www.google.com/maps/search/Unavailable%2C%20VISALIA%2C%20CA
HILLTOP ACADEMY,"HILLTOP PENTECOSTAL TABERNACLE OF CHULA VISTA, CA",346 L STREET,CHULA VISTA,91911,SAN DIEGO,19,CLOSED,3/4/2021,2/10/2023,23.6,(619) 422-4193,9,https://www.google.com/maps/search/346%20L%20STREET%2C%20CHULA%20VISTA%2C%20CA
KIDDIE ACADEMY,FRANK & LIN EDUCATIONAL,15861 POMONA RINCON RD,CHINO HILLS,91709,SAN BERNARDINO,24,CLOSED,12/9/2020,3/23/2021,3.5,(909) 529-6661,9,https://www.google.com/maps/search/15861%20POMONA%20RINCON%20RD%2C%20CHINO%20HILLS%2C%20CA
"SEDIQI, MONISA  FCCH","SEDIQI, MONISA",Unavailable,FAIRFIELD,94534,SOLANO,14,CLOSED,4/7/2020,7/14/2021,15.4,(707) 999-6699,9,https://www.google.com/maps/search/Unavailable%2C%20FAIRFIELD%2C%20CA
CASTILLO FAMILY CHILD CARE,IRMA CASTILLO,Unavailable,BURBANK,91505,LOS ANGELES,12,CLOSED,5/6/2022,10/14/2023,17.5,(818) 841-0852,9,https://www.google.com/maps/search/Unavailable%2C%20BURBANK%2C%20CA
PALO VERDE KIDS' CLUB,PALO ALTO COMMUNITY CHILD CARE,4000 MIDDLEFIELD ROAD,PALO ALTO,94306,SANTA CLARA,60,CLOSED,10/13/2022,7/31/2023,9.7,(650) 493-2361,9,https://www.google.com/maps/search/4000%20MIDDLEFIELD%20ROAD%2C%20PALO%20ALTO%2C%20CA
SIDDIQUI FAMILY CHILD CARE,ASMA SIDDIQUI,Unavailable,LOMITA,90717,LOS ANGELES,14,CLOSED,8/31/2021,2/1/2023,17.3,(424) 376-8950,9,https://www.google.com/maps/search/Unavailable%2C%20LOMITA%2C%20CA
NEIGHBORHOOD CHRISTIAN PRESCHOOL,AGAPE SCHOOLS,1670 MOORPARK AVENUE,SAN JOSE,95128,SANTA CLARA,18,CLOSED,9/28/2020,12/9/2020,2.4,(408) 286-0901,9,https://www.google.com/maps/search/1670%20MOORPARK%20AVENUE%2C%20SAN%20JOSE%2C%20CA
MOTTINO FAMILY YMCA - BELLA MENTE ACADEMIES,YMCA OF SAN DIEGO,1737 W VISTA WAY,VISTA,92083,SAN DIEGO,40,CLOSED,8/27/2022,7/1/2024,22.5,(619) 873-7134,9,https://www.google.com/maps/search/1737%20W%20VISTA%20WAY%2C%20VISTA%2C%20CA
MONTESSORI HARBOR MESA SCHOOL,MONTESSORI HARBOR MESA SCHOOL,3025 DEODAR AVENUE,COSTA MESA,92626,ORANGE,15,CLOSED,7/23/2020,12/2/2021,16.6,(714) 549-3803,9,https://www.google.com/maps/search/3025%20DEODAR%20AVENUE%2C%20COSTA%20MESA%2C%20CA
"GONZALEZ, EMILCE NATALIA FAMILY CHILD CARE","GONZALEZ, EMILCE NATALIA",Unavailable,LOS BANOS,93635,MERCED,14,CLOSED,8/26/2022,8/24/2023,12.1,(408) 858-7356,9,https://www.google.com/maps/search/Unavailable%2C%20LOS%20BANOS%2C%20CA
"LAGUERRE, VERONIQUE FAMILY CHILD CARE","LAGUERRE, VERONIQUE",Unavailable,SAN DIEGO,92105,SAN DIEGO,14,CLOSED,11/8/2022,2/27/2024,15.9,(619) 381-4529,9,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
"LAGRONE WHITE, VERA FAMILY CHILD CARE","LAGRONE WHITE, VERA",Unavailable,SAN DIEGO,92114,SAN DIEGO,14,CLOSED,12/30/2022,10/1/2024,21.4,(619) 632-8117,9,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
LITTLE EXPLORERS PRESCHOOL CENTER,ASHLEY ALVA,44832 CEDAR AVE,LANCASTER,93534,LOS ANGELES,6,CLOSED,7/9/2020,5/16/2022,22.5,(661) 522-3555,9,https://www.google.com/maps/search/44832%20CEDAR%20AVE%2C%20LANCASTER%2C%20CA
CLOVERDALE EAGLETS PRESCHOOL & DAYCARE CENTER-INF,"BOEHM, JEANETTE",530 NORTH CLOVERDALE BLVD,CLOVERDALE,95425,SONOMA,6,CLOSED,10/20/2020,10/1/2021,11.5,(707) 894-6037,9,https://www.google.com/maps/search/530%20NORTH%20CLOVERDALE%20BLVD%2C%20CLOVERDALE%2C%20CA
"WONG, TRICIA","WONG, TRICIA",Unavailable,SAN MATEO,94402,SAN MATEO,14,CLOSED,3/30/2022,3/16/2023,11.7,(415) 722-0128,9,https://www.google.com/maps/search/Unavailable%2C%20SAN%20MATEO%2C%20CA
"HAGERMAN, JAMIELYN FAMILY CHILD CARE HOME","HAGERMAN, JAMIELYN",Unavailable,REDDING,96003,SHASTA,14,CLOSED,9/22/2020,10/4/2021,12.6,(530) 515-5280,9,https://www.google.com/maps/search/Unavailable%2C%20REDDING%2C%20CA
"WICK, BRIANNE","WICK, BRIANNE",Unavailable,IRVINE,92606,ORANGE,14,CLOSED,8/29/2022,10/10/2023,13.6,(949) 374-3984,9,https://www.google.com/maps/search/Unavailable%2C%20IRVINE%2C%20CA
CAREY SCHOOL (THE),"NEELY, NORRIS",1700 ALAMEDA DE LAS PULGAS,SAN MATEO,94403,SAN MATEO,24,CLOSED,9/3/2020,8/24/2021,11.8,(650) 345-8205,9,https://www.google.com/maps/search/1700%20ALAMEDA%20DE%20LAS%20PULGAS%2C%20SAN%20MATEO%2C%20CA
CREATIVE CUBS PRESCHOOL AND DAYCARE,"PARKER, AMANDA","500 ORIENT STREET, SUITE 170",CHICO,95928,BUTTE,4,CLOSED,5/2/2022,11/27/2023,19.1,(530) 519-5499,9,https://www.google.com/maps/search/500%20ORIENT%20STREET%2C%20SUITE%20170%2C%20CHICO%2C%20CA
LAKE TAHOE PRESCHOOL,LAKE TAHOE PRESCHOOL,2111 SOUTH AVENUE,SOUTH LAKE TAHOE,96150,EL DORADO,40,CLOSED,9/14/2020,5/12/2021,8.0,(530) 416-2324,9,https://www.google.com/maps/search/2111%20SOUTH%20AVENUE%2C%20SOUTH%20LAKE%20TAHOE%2C%20CA
ENCINITAS SHINING STARS INFANT CENTER,"ELLINS, PAUL",511 ENCINITAS BOULEVARD #114,ENCINITAS,92024,SAN DIEGO,10,CLOSED,5/4/2021,11/3/2022,18.3,(760) 436-5433,9,https://www.google.com/maps/search/511%20ENCINITAS%20BOULEVARD%20%23114%2C%20ENCINITAS%2C%20CA
PINA FAMILY CHILD CARE,ANGELA PINA,Unavailable,INGLEWOOD,90303,LOS ANGELES,14,CLOSED,4/8/2021,6/28/2022,14.9,(310) 910-8830,9,https://www.google.com/maps/search/Unavailable%2C%20INGLEWOOD%2C%20CA
KIDS INC PRESCHOOL & DISCOVERY CENTER,"VACCARO, KELLI",1740 PRAIRIE CITY ROAD,FOLSOM,95630,SACRAMENTO,34,CLOSED,8/6/2020,3/23/2022,19.8,(916) 743-0857,9,https://www.google.com/maps/search/1740%20PRAIRIE%20CITY%20ROAD%2C%20FOLSOM%2C%20CA
GUIDEPOST MONTESSORI AT MILL VALLEY,GUIDEPOST A LLC,40 RIDGE AVENUE,MILL VALLEY,94941,MARIN,9,CLOSED,1/18/2022,7/15/2022,5.9,(949) 354-2259,9,https://www.google.com/maps/search/40%20RIDGE%20AVENUE%2C%20MILL%20VALLEY%2C%20CA
KIDDIE ACADEMY OF PASADENA-SCHOOL AGE,KA OF PASADENA,169 N. HALSTEAD ST,PASADENA,91107,LOS ANGELES,24,CLOSED,3/13/2020,8/12/2021,17.2,(626) 606-2800,9,https://www.google.com/maps/search/169%20N.%20HALSTEAD%20ST%2C%20PASADENA%2C%20CA
CASTILLO FAMILY CHILD CARE,"CASTILLO, MARIA",Unavailable,SANTA MARIA,93454,SANTA BARBARA,14,CLOSED,9/19/2022,5/31/2024,20.7,(805) 345-7209,9,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA
SWEET PEA ACADEMY PRESCHOOL,"S&R ENTERPRISES, INC.",3500 CHURN CREEK ROAD,REDDING,96002,SHASTA,33,CLOSED,4/29/2019,8/1/2020,15.3,(530) 221-6488,8,https://www.google.com/maps/search/3500%20CHURN%20CREEK%20ROAD%2C%20REDDING%2C%20CA
BRIGHT SPOT EARLY LEARNING CENTER LLC,BRIGHT SPOT EARLY LEARNING CENTER LLC,3198 FULTON STREET,SAN FRANCISCO,94118,SAN FRANCISCO,29,CLOSED,11/9/2022,8/25/2023,9.6,(415) 702-6130,8,https://www.google.com/maps/search/3198%20FULTON%20STREET%2C%20SAN%20FRANCISCO%2C%20CA
GRANITE BAY MONTESSORI,"CHILD DEVELOPMENT SERVICES, INC.",9330 SIERRA COLLEGE BLVD.,ROSEVILLE,95661,PLACER,80,CLOSED,9/17/2020,7/23/2021,10.3,(916) 791-7849,8,https://www.google.com/maps/search/9330%20SIERRA%20COLLEGE%20BLVD.%2C%20ROSEVILLE%2C%20CA
SWEET PEA ACADEMY,"S&R ENTERPRISES, INC.",3500 CHURN CREEK ROAD,REDDING,96002,SHASTA,4,CLOSED,8/12/2019,8/1/2020,11.8,(530) 221-6488,8,https://www.google.com/maps/search/3500%20CHURN%20CREEK%20ROAD%2C%20REDDING%2C%20CA
SJB- GATEWAY CHILD DEVELOPMENT CENTER,SJB CHILD DEVELOPMENT CENTERS,7151 HANNA STREET,GILROY,95020,SANTA CLARA,36,CLOSED,7/6/2023,3/18/2024,8.5,(408) 414-2700,8,https://www.google.com/maps/search/7151%20HANNA%20STREET%2C%20GILROY%2C%20CA
SUPERIOR CHILDREN'S CENTER,BRIGHT HORIZONS CHILDREN CENTER LLC,4301 E. COMMERCE WAY,SACRAMENTO,95834,SACRAMENTO,48,CLOSED,5/17/2021,12/22/2022,19.5,(816) 213-8016,8,https://www.google.com/maps/search/4301%20E.%20COMMERCE%20WAY%2C%20SACRAMENTO%2C%20CA
B.B.T.L.C. CORCORAN ACADEMY,BUILDING BLOCKS TO LEARNING CENTERS INC,1001 DAIRY AVE,CORCORAN,93212,KINGS,55,CLOSED,11/7/2022,9/20/2024,22.8,(559) 589-3125,8,https://www.google.com/maps/search/1001%20DAIRY%20AVE%2C%20CORCORAN%2C%20CA
AGAPE PLAYSKOOL,"AGAPE LEARNING CENTER, LLC",181 EAST TASMAN DRIVE #70,SAN JOSE,95134,SANTA CLARA,45,CLOSED,4/18/2022,5/13/2023,13.0,(669) 295-8697,8,https://www.google.com/maps/search/181%20EAST%20TASMAN%20DRIVE%20%2370%2C%20SAN%20JOSE%2C%20CA
CERON FAMILY CHILD CARE,JULIA CERON,Unavailable,VICTORVILLE,92392,SAN BERNARDINO,14,CLOSED,8/9/2022,2/26/2024,18.9,(818) 339-5858,7,https://www.google.com/maps/search/Unavailable%2C%20VICTORVILLE%2C%20CA
"HAGERMAN, JAMIELYN FAMILY CHILD CARE HOME","HAGERMAN, JAMIELYN",Unavailable,REDDING,96001,SHASTA,14,CLOSED,12/6/2019,9/22/2020,9.7,(530) 515-5280,7,https://www.google.com/maps/search/Unavailable%2C%20REDDING%2C%20CA
MIRA MESA CHRISTIAN PRESCHOOL,MESA CHRISTIAN SCHOOLS,10770 RICKERT ROAD,SAN DIEGO,92126,SAN DIEGO,12,CLOSED,12/16/2020,10/4/2021,9.7,(858) 536-2807,7,https://www.google.com/maps/search/10770%20RICKERT%20ROAD%2C%20SAN%20DIEGO%2C%20CA
"ORAHA, HUDA FAMILY CHILD CARE","ORAHA, HUDA",Unavailable,EL CAJON,92020,SAN DIEGO,14,CLOSED,6/7/2024,2/26/2025,8.8,(619) 715-7969,7,https://www.google.com/maps/search/Unavailable%2C%20EL%20CAJON%2C%20CA
MARYVALE,MARYVALE,7600 GRAVES AVE,ROSEMEAD,91770,LOS ANGELES,20,CLOSED,6/18/2021,9/9/2022,14.9,(626) 537-3311,7,https://www.google.com/maps/search/7600%20GRAVES%20AVE%2C%20ROSEMEAD%2C%20CA
LIVE LOUD CA SCHOOL-AGE,YOUTH AND FAMILY OPPORTUNITIES UNLOCKED,1718 CHURCHILL WAY,PLUMAS LAKE,95961,YUBA,60,CLOSED,2/11/2021,1/30/2023,23.9,(530) 329-3287,7,https://www.google.com/maps/search/1718%20CHURCHILL%20WAY%2C%20PLUMAS%20LAKE%2C%20CA
GUERRERO LOPEZ/RUELAS FAMILY CHILD CARE,"GUERRERO LOPEZ,ALEJANDRA/GUERRERO RUELAS,RICARDO",Unavailable,CATHEDRAL CITY,92234,RIVERSIDE,14,CLOSED,2/25/2021,5/24/2022,15.1,(760) 905-0216,7,https://www.google.com/maps/search/Unavailable%2C%20CATHEDRAL%20CITY%2C%20CA
ORTEGA FAMILY CHILD CARE,"ORTEGA, ASHLEY",Unavailable,LOMPOC,93436,SANTA BARBARA,14,CLOSED,7/21/2021,6/29/2023,23.6,(805) 819-1484,7,https://www.google.com/maps/search/Unavailable%2C%20LOMPOC%2C%20CA
"LEARNING WHEEL PRESCHOOL, THE","KAUR, LLC, THE",1432 CONCANNON BOULEVARD,LIVERMORE,94550,ALAMEDA,14,CLOSED,5/23/2023,2/27/2024,9.3,(925) 236-0695,7,https://www.google.com/maps/search/1432%20CONCANNON%20BOULEVARD%2C%20LIVERMORE%2C%20CA
LEARNING SPRINGS ACADEMY INC.,LEARNING SPRINGS ACADEMY INC.,"1774 FOXWORTHY AVENUE, BLDG1",SAN JOSE,95124,SANTA CLARA,30,CLOSED,12/18/2020,6/22/2022,18.4,(408) 979-9769,7,https://www.google.com/maps/search/1774%20FOXWORTHY%20AVENUE%2C%20BLDG1%2C%20SAN%20JOSE%2C%20CA
"ORTIZ-WITBRACHT, VANESSA","ORTIZ-WITBRACHT, VANESSA",Unavailable,LAKE FOREST,92630,ORANGE,14,CLOSED,12/23/2020,12/9/2022,23.9,(949) 689-5195,7,https://www.google.com/maps/search/Unavailable%2C%20LAKE%20FOREST%2C%20CA
"GUTIERREZ, DANIELLE FAMILY CHILD CARE","GUTIERREZ, DANIELLE",Unavailable,SAN DIEGO,92120,SAN DIEGO,12,CLOSED,10/13/2023,11/15/2024,13.3,(619) 504-9958,7,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
"ORTIZ-WITBRACHT, VANESSA","ORTIZ-WITBRACHT, VANESSA",Unavailable,LAKE FOREST,92630,ORANGE,14,CLOSED,5/11/2020,8/1/2020,2.7,(949) 689-5195,7,https://www.google.com/maps/search/Unavailable%2C%20LAKE%20FOREST%2C%20CA
"OSOKINA, EKATERINA","OSOKINA, EKATERINA",Unavailable,SO. SAN FRANCISCO,94080,SAN MATEO,14,CLOSED,10/21/2020,10/26/2021,12.3,(714) 425-2170,7,https://www.google.com/maps/search/Unavailable%2C%20SO.%20SAN%20FRANCISCO%2C%20CA
"HAMDARD, MAMOONA FAMILY CHILD CARE","HAMDARD, MAMOONA",Unavailable,EL CAJON,92021,SAN DIEGO,14,CLOSED,2/19/2020,8/19/2021,18.2,(619) 558-7616,7,https://www.google.com/maps/search/Unavailable%2C%20EL%20CAJON%2C%20CA
MONARCH CKC,"CAMPUS KIDS CONNECTION, INC.",840 NORTH BRANCIFORTE AVENUE,SANTA CRUZ,95062,SANTA CRUZ,50,CLOSED,8/6/2019,6/3/2020,10.1,(831) 462-9822,7,https://www.google.com/maps/search/840%20NORTH%20BRANCIFORTE%20AVENUE%2C%20SANTA%20CRUZ%2C%20CA
OSORNO TORRES FAMILY CHILD CARE,JAQUELINE OSORNO TORRES,Unavailable,LONG BEACH,90808,LOS ANGELES,14,CLOSED,2/27/2020,1/5/2021,10.4,(562) 209-5184,7,https://www.google.com/maps/search/Unavailable%2C%20LONG%20BEACH%2C%20CA
LATTICE EDUCATIONAL SERVICES,LATTICE EDUCATIONAL SERVICES,3267 AIRWAY DRIVE,SANTA ROSA,95403,SONOMA,30,CLOSED,8/20/2020,8/5/2022,23.8,(707) 571-1234,7,https://www.google.com/maps/search/3267%20AIRWAY%20DRIVE%2C%20SANTA%20ROSA%2C%20CA
HAMPTON FAMILY CHILD CARE,DEANNA HAMPTON,Unavailable,LOS ANGELES,90008,LOS ANGELES,14,CLOSED,3/9/2022,6/9/2023,15.2,(323) 403-2099,7,https://www.google.com/maps/search/Unavailable%2C%20LOS%20ANGELES%2C%20CA
"KUO, WAN YU","KUO, WAN YU",Unavailable,SAN MATEO,94401,SAN MATEO,14,CLOSED,3/28/2019,8/25/2020,17.2,(650) 380-8555,7,https://www.google.com/maps/search/Unavailable%2C%20SAN%20MATEO%2C%20CA
"PACHECO, NEUSA","PACHECO, NEUSA",Unavailable,SAN JOSE,95129,SANTA CLARA,14,CLOSED,12/17/2021,9/15/2022,9.1,(650) 518-2701,7,https://www.google.com/maps/search/Unavailable%2C%20SAN%20JOSE%2C%20CA
PAZ FAMILY CHILD CARE,"PAZ,JASMINE",Unavailable,VALLEY CENTER,92082,SAN DIEGO,14,CLOSED,2/24/2020,6/7/2021,15.6,(760) 274-7469,7,https://www.google.com/maps/search/Unavailable%2C%20VALLEY%20CENTER%2C%20CA
"PERAZA, BRENDA FAMILY CHILD CARE","PERAZA, BRENDA",Unavailable,SAN DIEGO,92154,SAN DIEGO,14,CLOSED,4/10/2020,2/18/2022,22.6,(619) 271-0559,7,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
"PERRY, CHRISTA FAMILY CHILD CARE HOME","PERRY, CHRISTA",Unavailable,COTTONWOOD,96022,SHASTA,14,CLOSED,8/30/2021,5/27/2022,9.0,(530) 708-1110,7,https://www.google.com/maps/search/Unavailable%2C%20COTTONWOOD%2C%20CA
"PERUZZARO, ANDRIANA","PERUZZARO, ANDRIANA",Unavailable,LIVERMORE,94550,ALAMEDA,14,CLOSED,10/4/2021,8/23/2022,10.8,(650) 716-7202,7,https://www.google.com/maps/search/Unavailable%2C%20LIVERMORE%2C%20CA
"PHAM, PAULINA","PHAM, PAULINA",Unavailable,SAN JOSE,95128,SANTA CLARA,14,CLOSED,10/13/2021,10/12/2022,12.1,(714) 260-6349,7,https://www.google.com/maps/search/Unavailable%2C%20SAN%20JOSE%2C%20CA
PILAVIAN FAMILY CHILD CARE,"PILAVIAN, KEN,GLOMIL & ARLIN",Unavailable,GRANADA HILLS,91344,LOS ANGELES,14,CLOSED,5/31/2020,11/23/2021,18.0,(818) 366-9392,7,https://www.google.com/maps/search/Unavailable%2C%20GRANADA%20HILLS%2C%20CA
KOL FAMILY CHILD CARE,"KOL, BOTTA",Unavailable,SANTA BARBARA,93103,SANTA BARBARA,14,CLOSED,10/10/2022,2/27/2023,4.7,(805) 242-2628,7,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20BARBARA%2C%20CA
MISSION VALLEY YMCA - SACRED HEART PARISH SCHOOL,YMCA OF SAN DIEGO COUNTY,706 C AVE,CORONADO,92118,SAN DIEGO,54,CLOSED,11/22/2022,2/1/2024,14.5,(619) 807-4786,7,https://www.google.com/maps/search/706%20C%20AVE%2C%20CORONADO%2C%20CA
"GONZALES, YVETTE",YVETTE GONZALES,Unavailable,ROSEVILLE,95747,PLACER,14,CLOSED,10/28/2022,7/15/2024,20.9,(916) 622-1826,7,https://www.google.com/maps/search/Unavailable%2C%20ROSEVILLE%2C%20CA
"KLUNDT, HEATHER FAMILY CHILD CARE","KLUNDT, HEATHER",Unavailable,FRESNO,93710,FRESNO,14,CLOSED,10/21/2020,11/29/2021,13.5,(559) 871-0707,7,https://www.google.com/maps/search/Unavailable%2C%20FRESNO%2C%20CA
"GONZALES, ARCELY & REYCASA, MONIQUE FCC","GONZALES, ARCELY & REYCASA, MONIQUE",Unavailable,SAN DIEGO,92126,SAN DIEGO,14,CLOSED,8/20/2021,12/22/2022,16.3,(619) 793-7337,7,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
FRANCISCO FAMILY CHILD CARE,LORIENA FRANCISCO,Unavailable,LANCASTER,93536,LOS ANGELES,14,CLOSED,8/26/2022,8/12/2024,23.9,(661) 579-5009,7,https://www.google.com/maps/search/Unavailable%2C%20LANCASTER%2C%20CA
RIGHT AT SCHOOL AT FRANK HUFF,"RIGHT AT SCHOOL, LLC.",253 MARTENS AVENUE,MOUNTAIN VIEW,94040,SANTA CLARA,120,CLOSED,8/14/2019,4/1/2021,19.9,(650) 407-0531,7,https://www.google.com/maps/search/253%20MARTENS%20AVENUE%2C%20MOUNTAIN%20VIEW%2C%20CA
"FRY, DEONNA",DEONNA FRY,Unavailable,ORANGEVALE,95662,SACRAMENTO,14,CLOSED,11/30/2020,9/9/2022,21.6,(707) 720-5173,7,https://www.google.com/maps/search/Unavailable%2C%20ORANGEVALE%2C%20CA
GARCIA FAMILY CHILD CARE,"GARCIA,MICAELA",Unavailable,CORONA,92883,RIVERSIDE,14,CLOSED,3/29/2021,7/27/2022,16.2,(714) 362-1512,7,https://www.google.com/maps/search/Unavailable%2C%20CORONA%2C%20CA
RIGHT AT SCHOOL AT EDITH LANDELS,"RIGHT AT SCHOOL, LLC.",115 W. DANA STREET,MOUNTAIN VIEW,94041,SANTA CLARA,113,CLOSED,8/8/2019,4/1/2021,20.1,(650) 407-0531,7,https://www.google.com/maps/search/115%20W.%20DANA%20STREET%2C%20MOUNTAIN%20VIEW%2C%20CA
RIGHT AT SCHOOL AT DUVENECK ELEMENTARY,"RIGHT AT SCHOOL, LLC",705 ALESTER AVENUE,PALO ALTO,94303,SANTA CLARA,120,CLOSED,12/2/2020,4/1/2021,4.0,(650) 269-4522,7,https://www.google.com/maps/search/705%20ALESTER%20AVENUE%2C%20PALO%20ALTO%2C%20CA
"LAZUTKINA, NATALIA","LAZUTKINA, NATALIA",Unavailable,SAN JOSE,95120,SANTA CLARA,14,CLOSED,10/6/2020,8/15/2021,10.4,(408) 677-1083,7,https://www.google.com/maps/search/Unavailable%2C%20SAN%20JOSE%2C%20CA
GARCIA FCC AKA ITS A FUN DAY CHILD CARE,ANGELICA GARCIA,Unavailable,SANTA MARIA,93458,SANTA BARBARA,14,CLOSED,6/28/2024,4/30/2025,10.2,(805) 478-0822,7,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA
RIGHT AT SCHOOL AT CRITTENDEN MIDDLE,"RIGHT AT SCHOOL, LLC.",1701 ROCK STREET,MOUNTAIN VIEW,94043,SANTA CLARA,120,CLOSED,8/14/2019,4/1/2021,19.9,(650) 407-0531,7,https://www.google.com/maps/search/1701%20ROCK%20STREET%2C%20MOUNTAIN%20VIEW%2C%20CA
"NURISTANI, ARZOO","NURISTANI, ARZOO",Unavailable,SACRAMENTO,95815,SACRAMENTO,14,CLOSED,8/12/2021,4/18/2023,20.5,(916) 627-9345,7,https://www.google.com/maps/search/Unavailable%2C%20SACRAMENTO%2C%20CA
RIGHT AT SCHOOL AT BARRON PARK ELEMENTARY,"RIGHT AT SCHOOL, LLC",800 BARRON AVENUE,PALO ALTO,94306,SANTA CLARA,120,CLOSED,11/17/2020,4/1/2021,4.5,(650) 269-9262,7,https://www.google.com/maps/search/800%20BARRON%20AVENUE%2C%20PALO%20ALTO%2C%20CA
RIGHT AT SCHOOL AT ADDISON ELEMENTARY,"RIGHT AT SCHOOL, LLC",650 ADDISON AVENUE,PALO ALTO,94301,SANTA CLARA,120,CLOSED,12/18/2020,4/1/2021,3.5,(650) 304-4963,7,https://www.google.com/maps/search/650%20ADDISON%20AVENUE%2C%20PALO%20ALTO%2C%20CA
REDWOOD DISCOVERY MUSEUM SCHOOL-AGE,REDWOOD DISCOVERY MUSEUM,612 G STREET,EUREKA,95501,HUMBOLDT,15,CLOSED,12/10/2020,12/20/2021,12.5,(707) 443-9694,7,https://www.google.com/maps/search/612%20G%20STREET%2C%20EUREKA%2C%20CA
GARCIA FCCH AKA IT'S A FUN DAY CHILD CARE,ANGELICA GARCIA,Unavailable,SANTA MARIA,93458,SANTA BARBARA,14,CLOSED,2/22/2023,6/28/2024,16.4,(805) 478-0822,7,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA
LAURENT FAMILY CHILD CARE,"LAURENT, ISABEL",Unavailable,MURRIETA,92563,RIVERSIDE,14,CLOSED,8/4/2022,6/7/2024,22.4,(909) 520-7608,7,https://www.google.com/maps/search/Unavailable%2C%20MURRIETA%2C%20CA
PLAY ADVENTURES INC,PLAY ADVENTURES INC,655 G ST,MERCED,95341,MERCED,24,CLOSED,10/23/2023,1/24/2025,15.3,(209) 600-3372,7,https://www.google.com/maps/search/655%20G%20ST%2C%20MERCED%2C%20CA
"OLBERA, VICTORIA FAMILY CHILD CARE","OLBERA, VICTORIA",Unavailable,PORTERVILLE,93257,TULARE,14,CLOSED,11/23/2020,4/5/2021,4.4,(559) 781-8462,7,https://www.google.com/maps/search/Unavailable%2C%20PORTERVILLE%2C%20CA
GARKAVENKO FAMILY CHILD CARE,ANNA GARKAVENKO,Unavailable,WEST HILLS,91307,LOS ANGELES,14,CLOSED,10/7/2022,6/10/2024,20.4,(818) 946-4983,7,https://www.google.com/maps/search/Unavailable%2C%20WEST%20HILLS%2C%20CA
PACIFIC CAMPS FAMILY RESOURCE INC.,PACIFIC CAMPS FAMILY RESOURCE INC.,4050 MARKET,VENTURA,93003,VENTURA,90,CLOSED,10/10/2022,3/18/2024,17.5,(805) 445-9469,7,https://www.google.com/maps/search/4050%20MARKET%2C%20VENTURA%2C%20CA
"GASTELUM, LAURA FAMILY CHILD CARE","GASTELUM, LAURA",Unavailable,SAN DIEGO,92154,SAN DIEGO,14,CLOSED,4/19/2023,11/13/2023,6.9,(619) 862-9166,7,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
ORANGE COUNTY CLASSICAL ACADEMY (OCCA) YMCA,YMCA OF ORANGE COUNTY,4100 EAST WALNUT,ORANGE,92869,ORANGE,37,CLOSED,11/9/2020,6/30/2021,7.8,(714) 549-9622,7,https://www.google.com/maps/search/4100%20EAST%20WALNUT%2C%20ORANGE%2C%20CA
