facility_name,licensee,facility_address,facility_city,facility_zip,county_name,facility_capacity,facility_status,license_first_date,closed_date,months_operated,facility_telephone_number,risk_score,google_maps_url,phone_clean
KCE CHAMPIONS LLC @ ELKHORN VILLAGE ELEMENTARY,KCE CHAMPIONS LLC,750 CUMMINS WAY,WEST SACRAMENTO,95605,YOLO,39,CLOSED,8/14/2019,5/27/2020,9.6,(916) 479-4977,7,https://www.google.com/maps/search/750%20CUMMINS%20WAY%2C%20WEST%20SACRAMENTO%2C%20CA,9164794977
KCE CHAMPIONS LLC @ GROWTH PUBLIC SCHOOLS,KCE CHAMPIONS LLC,9320 TECH CENTER DRIVE,SACRAMENTO,95826,SACRAMENTO,120,CLOSED,8/15/2019,7/17/2020,11.2,(916) 479-4977,7,https://www.google.com/maps/search/9320%20TECH%20CENTER%20DRIVE%2C%20SACRAMENTO%2C%20CA,9164794977
KCE CHAMPIONS LLC @ SKYRIDGE ELEMENTARY,KCE CHAMPIONS LLC @ SKYRIDGE ELEMENTARY,800 PERKINS WAY,AUBURN,95603,PLACER,75,CLOSED,8/9/2023,12/12/2024,16.4,(916) 479-4977,7,https://www.google.com/maps/search/800%20PERKINS%20WAY%2C%20AUBURN%2C%20CA,9164794977
MOREY AVENUE EARLY LEARNING CENTER,TWIN RIVERS UNIFIED SCHOOL DISTRICT,155 MOREY AVENUE,SACRAMENTO,95838,SACRAMENTO,16,CLOSED,3/10/2022,1/25/2024,22.9,(916) 566-3485,9,https://www.google.com/maps/search/155%20MOREY%20AVENUE%2C%20SACRAMENTO%2C%20CA,9165663485
OAKDALE EARLY LEARNING CENTER,TWIN RIVERS UNIFIED SCHOOL DISTRICT,3708 MYRTLE AVENUE,NORTH HIGHLANDS,95660,SACRAMENTO,8,CLOSED,3/10/2022,11/8/2023,20.3,(916) 566-3485,9,https://www.google.com/maps/search/3708%20MYRTLE%20AVENUE%2C%20NORTH%20HIGHLANDS%2C%20CA,9165663485
RIO LINDA EARLY LEARNING CENTER,TWIN RIVERS UNIFIED SCHOOL DISTRICT,631 L ST,RIO LINDA,95673,SACRAMENTO,16,CLOSED,11/30/2021,12/7/2023,24.6,(916) 566-3485,6,https://www.google.com/maps/search/631%20L%20ST%2C%20RIO%20LINDA%2C%20CA,9165663485
VILLAGE EARLY LEARNING CENTER,TWIN RIVERS UNIFIED SCHOOL DISTRICT,6845 LARCHMONT DRIVE,NORTH HIGHLANDS,95660,SACRAMENTO,8,CLOSED,11/30/2021,11/8/2023,23.6,(916) 566-3485,9,https://www.google.com/maps/search/6845%20LARCHMONT%20DRIVE%2C%20NORTH%20HIGHLANDS%2C%20CA,9165663485
ANGELS IN ACTION LEARNING CENTER,"ANGELS IN ACTION LEARNING CENTER, INC.",4500 TUTTLE ROAD,ROCKLIN,95677,PLACER,20,CLOSED,10/3/2005,8/28/2020,181.4,(916) 632-1622,5,https://www.google.com/maps/search/4500%20TUTTLE%20ROAD%2C%20ROCKLIN%2C%20CA,9166321622
ANGELS IN ACTION LEARNING CENTER,"ANGELS IN ACTION LEARNING CENTER, INC.",4500 TUTTLE ROAD,ROCKLIN,95677,PLACER,28,CLOSED,10/3/2005,8/28/2020,181.4,(916) 632-1622,5,https://www.google.com/maps/search/4500%20TUTTLE%20ROAD%2C%20ROCKLIN%2C%20CA,9166321622
ANGELS IN ACTION LEARNING CENTER,"ANGELS IN ACTION LEARNING CENTER, INC.",4500 TUTTLE ROAD,ROCKLIN,95677,PLACER,53,CLOSED,10/3/2005,8/28/2020,181.4,(916) 632-1622,5,https://www.google.com/maps/search/4500%20TUTTLE%20ROAD%2C%20ROCKLIN%2C%20CA,9166321622
TOTS OF LOVE,"TOTS OF LOVE CHILD DEVELOPMENT CENTER, LLC",5619 MARCONI AVENUE,CARMICHAEL,95608,SACRAMENTO,24,CLOSED,9/15/2015,9/2/2022,84.8,(916) 689-8687,5,https://www.google.com/maps/search/5619%20MARCONI%20AVENUE%2C%20CARMICHAEL%2C%20CA,9166898687
TOTS OF LOVE - CARMICHAEL,"TOTS OF LOVE CHILD DEVELOPMENT CENTER, LLC",2921 GARFIELD AVENUE,CARMICHAEL,95608,SACRAMENTO,40,LICENSED,9/2/2022,,,(916) 689-8687,5,https://www.google.com/maps/search/2921%20GARFIELD%20AVENUE%2C%20CARMICHAEL%2C%20CA,9166898687
TOTS OF LOVE - CARMICHAEL,"TOTS OF LOVE CHILD DEVELOPMENT CENTER, LLC",2921 GARFIELD AVENUE,CARMICHAEL,95608,SACRAMENTO,24,LICENSED,9/2/2022,,,(916) 689-8687,5,https://www.google.com/maps/search/2921%20GARFIELD%20AVENUE%2C%20CARMICHAEL%2C%20CA,9166898687
TOTS OF LOVE-CARMICHAEL,"TOTS OF LOVE CHILD DEVELOPMENT CENTER, LLC",2921 GARFIELD AVENUE,CARMICHAEL,95608,SACRAMENTO,28,CLOSED,,10/26/2022,,(916) 689-8687,5,https://www.google.com/maps/search/2921%20GARFIELD%20AVENUE%2C%20CARMICHAEL%2C%20CA,9166898687
HAGGINWOOD ACADEMY,HAGGINWOOD ACADEMY LLC,3240 MARYSVILLE BLVD,SACRAMENTO,95815,SACRAMENTO,23,CLOSED,11/9/2020,10/29/2021,11.8,(916) 696-7575,10,https://www.google.com/maps/search/3240%20MARYSVILLE%20BLVD%2C%20SACRAMENTO%2C%20CA,9166967575
HAGGINWOOD ACADEMY,HAGGINWOOD ACADEMY LLC,3240 MARYSVILLE BLVD,SACRAMENTO,95815,SACRAMENTO,5,CLOSED,11/9/2020,10/29/2021,11.8,(916) 696-7575,10,https://www.google.com/maps/search/3240%20MARYSVILLE%20BLVD%2C%20SACRAMENTO%2C%20CA,9166967575
HAGGINWOOD ACADEMY,HAGGINWOOD ACADEMY,3240 MARYSVILLE BLVD.,SACRAMENTO,95815,SACRAMENTO,12,CLOSED,1/12/2023,10/8/2024,21.2,(916) 696-7575,7,https://www.google.com/maps/search/3240%20MARYSVILLE%20BLVD.%2C%20SACRAMENTO%2C%20CA,9166967575
SHELDON ACRES CHILD DEVELOPMENT CENTER,STEFANIE THOMPSON,10393 PLEASANT GROVE SCHOOL RD,ELK GROVE,95624,SACRAMENTO,24,CLOSED,5/18/2022,6/15/2023,13.1,(916) 718-7421,7,https://www.google.com/maps/search/10393%20PLEASANT%20GROVE%20SCHOOL%20RD%2C%20ELK%20GROVE%2C%20CA,9167187421
SHELDON ACRES CHILD DEVELOPMENT CENTER,STEFANIE THOMPSON,10393 PLEASANT GROVE SCHOOL RD,ELK GROVE,95624,SACRAMENTO,100,CLOSED,5/18/2022,6/15/2023,13.1,(916) 718-7421,7,https://www.google.com/maps/search/10393%20PLEASANT%20GROVE%20SCHOOL%20RD%2C%20ELK%20GROVE%2C%20CA,9167187421
"TSYGANIUK, INNA",INNA TSYGANIUK,Unavailable,CITRUS HEIGHTS,95621,SACRAMENTO,14,CLOSED,3/11/2020,1/7/2021,10.1,(916) 835-8182,7,https://www.google.com/maps/search/Unavailable%2C%20CITRUS%20HEIGHTS%2C%20CA,9168358182
"TSYGANIUK, INNA",INNA TSYGANIUK,Unavailable,CITRUS HEIGHTS,95621,SACRAMENTO,14,CLOSED,5/11/2023,4/23/2024,11.6,(916) 835-8182,5,https://www.google.com/maps/search/Unavailable%2C%20CITRUS%20HEIGHTS%2C%20CA,9168358182
"GODDARD SCHOOL, THE","EMERIN LEARNING CENTER, LLC",10710 BEAR HOLLOW DRIVE,RANCHO CORDOVA,95670,SACRAMENTO,24,CLOSED,5/30/2008,5/15/2023,182.1,(916) 861-0906,5,https://www.google.com/maps/search/10710%20BEAR%20HOLLOW%20DRIVE%2C%20RANCHO%20CORDOVA%2C%20CA,9168610906
"GODDARD SCHOOL, THE","EMERIN LEARNING CENTER, LLC",10710 BEAR HOLLOW DRIVE,RANCHO CORDOVA,95670,SACRAMENTO,108,CLOSED,5/30/2008,5/15/2023,182.1,(916) 861-0906,5,https://www.google.com/maps/search/10710%20BEAR%20HOLLOW%20DRIVE%2C%20RANCHO%20CORDOVA%2C%20CA,9168610906
"KARIMI, SAFA","KARIMI, SAFA",Unavailable,WEST SACRAMENTO,95691,YOLO,14,CLOSED,8/23/2022,8/30/2023,12.4,(916) 995-6673,9,https://www.google.com/maps/search/Unavailable%2C%20WEST%20SACRAMENTO%2C%20CA,9169956673
"KARIMI, SAFA","KARIMI, SAFA",Unavailable,WEST SACRAMENTO,95691,YOLO,14,CLOSED,8/30/2023,3/22/2024,6.8,(916) 995-6673,7,https://www.google.com/maps/search/Unavailable%2C%20WEST%20SACRAMENTO%2C%20CA,9169956673
"LEARNING WHEEL PRESCHOOL, THE","KAUR, LLC, THE",1432 CONCANNON BOULEVARD,LIVERMORE,94550,ALAMEDA,14,CLOSED,5/23/2023,2/27/2024,9.3,(925) 236-0695,7,https://www.google.com/maps/search/1432%20CONCANNON%20BOULEVARD%2C%20LIVERMORE%2C%20CA,9252360695
"LEARNING WHEEL PRESCHOOL, THE","KAUR LLC, THE",1432 CONCANNON BOULEVARD,LIVERMORE,94550,ALAMEDA,63,CLOSED,5/23/2023,8/6/2024,14.7,(925) 236-0695,7,https://www.google.com/maps/search/1432%20CONCANNON%20BOULEVARD%2C%20LIVERMORE%2C%20CA,9252360695
YMCA OF THE EAST BAY - FAIRGROUNDS ELC,YOUNG MEN'S CHRISTIAN ASSOCIATION OF THE EAST BAY,1203 WEST 10TH STREET,ANTIOCH,94509,CONTRA COSTA,128,CLOSED,10/14/2022,8/22/2024,22.6,(925) 450-6952,9,https://www.google.com/maps/search/1203%20WEST%2010TH%20STREET%2C%20ANTIOCH%2C%20CA,9254506952
YMCA OF THE EAST BAY - FAIRGROUNDS ELC,YOUNG MEN'S CHRISTIAN ASSOCIATION OF THE EAST BAY,1203 WEST 10TH STREET,ANTIOCH,94509,CONTRA COSTA,21,CLOSED,10/14/2022,8/9/2024,22.2,(925) 450-6952,9,https://www.google.com/maps/search/1203%20WEST%2010TH%20STREET%2C%20ANTIOCH%2C%20CA,9254506952
ACORN LEARNING CENTER OF SAN RAMON,"ACORN LEARNING CENTER OF SAN RAMON, INC.",5075 CROW CANYON ROAD,SAN RAMON,94583,CONTRA COSTA,40,CLOSED,12/28/1990,8/13/2024,409.4,(925) 735-7900,5,https://www.google.com/maps/search/5075%20CROW%20CANYON%20ROAD%2C%20SAN%20RAMON%2C%20CA,9257357900
ACORN LEARNING CENTER OF SAN RAMON,"ACORN LEARNING CENTER OF SAN RAMON, INC.",5075 CROW CANYON ROAD,SAN RAMON,94583,CONTRA COSTA,151,CLOSED,12/28/1990,8/13/2024,409.4,(925) 735-7900,5,https://www.google.com/maps/search/5075%20CROW%20CANYON%20ROAD%2C%20SAN%20RAMON%2C%20CA,9257357900
AUTUMN CREEK LEARNING CENTER,AUTUMN CREEK LEARNING CENTER,14 OSBORN WAY,DANVILLE,94526,CONTRA COSTA,30,CLOSED,9/1/1999,9/25/2020,256.5,(925) 743-4187,5,https://www.google.com/maps/search/14%20OSBORN%20WAY%2C%20DANVILLE%2C%20CA,9257434187
AUTUMN CREEK LEARNING CENTER,AUTUMN CREEK LEARNING CENTER,14 OSBORN WAY,DANVILLE,94526,CONTRA COSTA,80,CLOSED,9/1/1999,9/25/2020,256.5,(925) 743-4187,5,https://www.google.com/maps/search/14%20OSBORN%20WAY%2C%20DANVILLE%2C%20CA,9257434187
ACORN LEARNING CENTER,"ACORN LEARNING CENTER, INC.",816 DIABLO ROAD,DANVILLE,94526,CONTRA COSTA,42,CLOSED,2/9/1987,2/5/2024,450.3,(925) 837-1145,5,https://www.google.com/maps/search/816%20DIABLO%20ROAD%2C%20DANVILLE%2C%20CA,9258371145
ACORN SCHOOL-AGE LEARNING CENTER,"ACORN LEARNING CENTER, INC.",816 DIABLO ROAD,DANVILLE,94526,CONTRA COSTA,24,CLOSED,3/3/1990,2/5/2024,413.1,(925) 837-1145,5,https://www.google.com/maps/search/816%20DIABLO%20ROAD%2C%20DANVILLE%2C%20CA,9258371145
"LEARN & PLAY MONTESSORI DUBLIN, INC.","LEARN & PLAY MONTESSORI DUBLIN, INC.",3960 SUMMIT ROAD,DUBLIN,94568,ALAMEDA,164,CLOSED,8/9/2023,1/2/2024,4.9,(925) 951-5123,5,https://www.google.com/maps/search/3960%20SUMMIT%20ROAD%2C%20DUBLIN%2C%20CA,9259515123
"LEARN & PLAY MONTESSORI DUBLIN, INC.","LEARN & PLAY MONTESSORI DUBLIN, INC.",3960 SUMMIT ROAD,DUBLIN,94568,ALAMEDA,41,CLOSED,8/9/2023,1/2/2025,17.1,(925) 951-5123,5,https://www.google.com/maps/search/3960%20SUMMIT%20ROAD%2C%20DUBLIN%2C%20CA,9259515123
"PLACE TO PLAY & GROW, A","A PLACE TO PLAY & GROW, LLC",909 CAMINO RAMON,DANVILLE,94526,CONTRA COSTA,26,CLOSED,11/25/2019,6/25/2021,19.3,(925) 997-5697,5,https://www.google.com/maps/search/909%20CAMINO%20RAMON%2C%20DANVILLE%2C%20CA,9259975697
"PLACE TO PLAY & GROW, A","A PLACE TO PLAY & GROW, LLC",909 CAMINO RAMON,DANVILLE,94526,CONTRA COSTA,21,CLOSED,11/25/2019,6/25/2021,19.3,(925) 997-5697,5,https://www.google.com/maps/search/909%20CAMINO%20RAMON%2C%20DANVILLE%2C%20CA,9259975697
GENIUS KIDS INFANT,LITTLE CHAMPS LLC,2740 LA LOMA DRIVE,RANCHO CORDOVA,95670,SACRAMENTO,38,CLOSED,7/28/2023,7/1/2024,11.3,(925) 998-0385,7,https://www.google.com/maps/search/2740%20LA%20LOMA%20DRIVE%2C%20RANCHO%20CORDOVA%2C%20CA,9259980385
GENIUS KIDS PRESCHOOL,LITTLE CHAMPS LLC,2740 LA LOMA DRIVE,RANCHO CORDOVA,95670,SACRAMENTO,22,CLOSED,7/28/2023,7/1/2024,11.3,(925) 998-0385,7,https://www.google.com/maps/search/2740%20LA%20LOMA%20DRIVE%2C%20RANCHO%20CORDOVA%2C%20CA,9259980385
GENIUS KIDS PRESCHOOL,LITTLE CHAMPS LLC,2800 LA LOMA DRIVE,RANCHO CORDOVA,95670,SACRAMENTO,58,CLOSED,7/28/2023,4/11/2024,8.6,(925) 998-0385,7,https://www.google.com/maps/search/2800%20LA%20LOMA%20DRIVE%2C%20RANCHO%20CORDOVA%2C%20CA,9259980385
GUIDEPOST MONTESSORI AT MILL VALLEY,GUIDEPOST A LLC,40 RIDGE AVENUE,MILL VALLEY,94941,MARIN,25,CLOSED,1/18/2022,7/15/2022,5.9,(949) 354-2259,9,https://www.google.com/maps/search/40%20RIDGE%20AVENUE%2C%20MILL%20VALLEY%2C%20CA,9493542259
GUIDEPOST MONTESSORI AT MILL VALLEY,GUIDEPOST A LLC,40 RIDGE AVENUE,MILL VALLEY,94941,MARIN,9,CLOSED,1/18/2022,7/15/2022,5.9,(949) 354-2259,9,https://www.google.com/maps/search/40%20RIDGE%20AVENUE%2C%20MILL%20VALLEY%2C%20CA,9493542259
CCLC-ZIGGURAT CHILD DEVELOPMENT CENTER,CHILDREN'S CREATIVE LEARNING CENTERS,24000 AVILA ROAD STE 3409,LAGUNA NIGUEL,92677,ORANGE,28,CLOSED,10/1/2010,3/1/2024,163.3,(949) 360-2004,5,https://www.google.com/maps/search/24000%20AVILA%20ROAD%20STE%203409%2C%20LAGUNA%20NIGUEL%2C%20CA,9493602004
ZIGGURAT CHILD DEVELOPMENT CENTER,CHILDREN'S CREATIVE LEARNING CENTERS LLC,24000 AVILA ROAD,LAGUNA NIGUEL,92677,ORANGE,48,CLOSED,10/1/2010,3/1/2024,163.3,(949) 360-2004,5,https://www.google.com/maps/search/24000%20AVILA%20ROAD%2C%20LAGUNA%20NIGUEL%2C%20CA,9493602004
"WALDMAN, CINDY","WALDMAN, CINDY",Unavailable,IRVINE,92620,ORANGE,14,CLOSED,7/28/2021,3/10/2022,7.5,(949) 505-3559,9,https://www.google.com/maps/search/Unavailable%2C%20IRVINE%2C%20CA,9495053559
"WALDMAN, CINDY","WALDMAN, CINDY",Unavailable,LAGUNA NIGUEL,92677,ORANGE,14,CLOSED,3/10/2022,10/12/2023,19.4,(949) 505-3559,9,https://www.google.com/maps/search/Unavailable%2C%20LAGUNA%20NIGUEL%2C%20CA,9495053559
"ORTIZ-WITBRACHT, VANESSA","ORTIZ-WITBRACHT, VANESSA",Unavailable,LAKE FOREST,92630,ORANGE,14,CLOSED,12/23/2020,12/9/2022,23.9,(949) 689-5195,7,https://www.google.com/maps/search/Unavailable%2C%20LAKE%20FOREST%2C%20CA,9496895195
"ORTIZ-WITBRACHT, VANESSA","ORTIZ-WITBRACHT, VANESSA",Unavailable,LAKE FOREST,92630,ORANGE,14,CLOSED,5/11/2020,8/1/2020,2.7,(949) 689-5195,7,https://www.google.com/maps/search/Unavailable%2C%20LAKE%20FOREST%2C%20CA,9496895195
"MORRIS, EVELYN","MORRIS, EVELYN",Unavailable,IRVINE,92618,ORANGE,14,CLOSED,10/2/2019,8/2/2021,22.3,(949) 923-5235,7,https://www.google.com/maps/search/Unavailable%2C%20IRVINE%2C%20CA,9499235235
"MORRIS, EVELYN","MORRIS, EVELYN",Unavailable,IRVINE,92618,ORANGE,14,CLOSED,8/2/2021,5/28/2024,34.3,(949) 923-5235,6,https://www.google.com/maps/search/Unavailable%2C%20IRVINE%2C%20CA,9499235235
BRIDGES CHILD DEVELOPMENT CENTER,BRIDGES CHILD DEVELOPMENT CENTER INC,500 N. STATE STREET,HEMET,92543,RIVERSIDE,30,CLOSED,10/20/2009,4/30/2023,164.7,(951) 658-3354,5,https://www.google.com/maps/search/500%20N.%20STATE%20STREET%2C%20HEMET%2C%20CA,9516583354
BRIDGES CHILD DEVELOPMENT CENTER,BRIDGES CHILD DEVELOPMENT CENTER INC,500 N. STATE STREET,HEMET,92543,RIVERSIDE,24,CLOSED,10/20/2009,4/30/2023,164.7,(951) 658-3354,5,https://www.google.com/maps/search/500%20N.%20STATE%20STREET%2C%20HEMET%2C%20CA,9516583354
