facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date
DAY CARE CENTER,198012830,ABC EDUCATIONAL CENTER,ABC EDUCATIONAL CENTER LLC,YAZMIN NEWMAN,(323) 466-9984,1129 COLE AVENUE,LOS ANGELES,CA,90038,LOS ANGELES,33,30,CLOSED,2/13/2007,12/30/2021,05252025
DAY CARE CENTER,434413116,ABC EVERGREEN PRESCHOOL,JENNY YEN HA,JENNY YEN HA,(408) 791-7772,2650 ABORN ROAD,SAN JOSE,CA,95121,SANTA CLARA,07,80,CLOSED,10/30/2012,4/9/2024,05252025
DAY CARE CENTER,566215557,ABC KIDS PRESCHOOL,ABC KIDS PRESCHOOL,ALMA FERREL,(805) 834-3112,1900 W 5TH STREET,OXNARD,CA,93030,VENTURA,17,78,LICENSED,3/8/2018,,05252025
DAY CARE CENTER,566215203,ABC KIDS PRESCHOOL & CHILDCARE,ABC KIDS PRESCHOOL & CHILD CARE,ALMA D. FERREL,(805) 524-1222,808 RIVER STREET,FILLMORE,CA,93015,VENTURA,17,48,LICENSED,4/27/2016,,05252025
DAY CARE CENTER,566216457,ABC KIDS PRESCHOOL & INFANT CENTER,ALMA AND GUSTAVO FERREL,ALMA FERREL,(805) 824-0131,1310 FREMONT WAY,OXNARD,CA,93030,VENTURA,17,74,LICENSED,2/7/2023,,05252025
DAY CARE CENTER,434407563,ABC LEARNING MONTESSORI,DIANA AND KANA MANIX,SHARZARD OTMISHI,(408) 448-4578,1115 KIMBERLY DRIVE,SAN JOSE,CA,95118,SANTA CLARA,07,49,LICENSED,3/23/2004,,05252025
DAY CARE CENTER,434414335,"ABC LEARNING MONTESSORI, LLC",DIANA AND KANA MANIX,STEPHANIE GRANADOS,(408) 465-2015,15345 CALLE ENRIQUE,MORGAN HILL,CA,95037,SANTA CLARA,07,50,LICENSED,7/15/2016,,05252025
DAY CARE CENTER,566214911,ABC LEARNING PRESCHOOL & CHILDCARE,"COYLE, ANALAURA",ANALAURA COYLE,(805) 933-3333,333 W. HARVARD BLVD,SANTA PAULA,CA,93060,VENTURA,17,66,LICENSED,10/30/2014,,05252025
DAY CARE CENTER,566216018,"ABC LEARNING PRESCHOOL & CHILDCARE, INC.",ANALAURA COYLE,ANALAURA COYLE,(805) 933-3333,2950 EAST TELEGRAPH ROAD,FILLMORE,CA,93015,VENTURA,17,48,LICENSED,10/7/2020,,05252025
DAY CARE CENTER,155601023,"ABC LEARNING PRESCHOOL & CHILDCARE, INC.",ABC LEARNING PRESCHOOL & INFANT CENTER,"COYLE, ANALAURA",(661) 695-6666,12438 ROSEDALE HWY,BAKERSFIELD,CA,93312,KERN,57,47,LICENSED,10/19/2023,,05252025
DAY CARE CENTER,197493685,"ABC LITTLE SCHOOL-NORTH HILLS, INC.","ABC LITTLE SCHOOL-NORTH HILLS, INC.",MARIA GOLDMAN,(818) 830-8123,9025 LANGDON AVENUE,NORTH HILLS,CA,91343,LOS ANGELES,58,138,CLOSED,4/10/2018,9/29/2021,05252025
DAY CARE CENTER,197417567,"ABC LITTLE SCHOOL-SHERMAN OAKS, INC","ABC LITTLE SCHOOL-SHERMAN OAKS, INC",GINA DEBIASE NOGALES,(818) 786-0301,14926 BURBANK BLVD.,SHERMAN OAKS,CA,91411,LOS ANGELES,58,97,LICENSED,5/23/2011,,05252025
DAY CARE CENTER,198012390,"ABC LITTLE SCHOOL STUDIO CITY, LLC","ABC LITTLE SCHOOL STUDIO CITY, LLC",JENNIFER PEREZ,(818) 766-5557,11728 MOORPARK STREET,STUDIO CITY,CA,91604,LOS ANGELES,58,88,LICENSED,9/5/2006,,05252025
DAY CARE CENTER,197413414,"ABC LITTLE SCHOOL VAN NUYS, LLC","ABC LITTLE SCHOOL VAN NUYS, LLC",JESSICA BROWN-VINCENT,(818) 786-5169,6447 WOODMAN AVENUE,VAN NUYS,CA,91401,LOS ANGELES,58,100,CLOSED,7/1/2006,9/5/2024,05252025
DAY CARE CENTER,197413773,"ABC LITTLE SCHOOL WEST HOLLYWOOD, LLC","ABC LITTLE SCHOOL WEST HOLLYWOOD, LLC","LANDA, ROZA",(323) 654-9920,927 NORTH FAIRFAX AVENUE,WEST HOLLYWOOD,CA,90046,LOS ANGELES,58,40,LICENSED,8/17/2007,,05252025
DAY CARE CENTER,013419449,ABC MAGIC MOMENTS PRESCHOOL - IRVINGTON,"ABC MAGIC MOMENTS, INC.","MENDEZ, MAROOF",(510) 585-5965,4600 CAROL AVE.,FREMONT,CA,94538,ALAMEDA,52,80,LICENSED,12/17/2008,,05252025
DAY CARE CENTER,013417471,"ABC MAGIC MOMENTS,INC. PRESCHOOL/CHILDCARE","MENDEZ, MAROOF","PILE, AMY",(510) 656-3722,2367 JACKSON STREET,FREMONT,CA,94539,ALAMEDA,52,28,LICENSED,5/10/2004,,05252025
DAY CARE CENTER,434415238,ABC PLAY SCHOOL,ABC PLAY SCHOOL LLC,SHU CHEN PAN,(408) 645-6239,3000 SOUTH BASCOM AVENUE,SAN JOSE,CA,95124,SANTA CLARA,07,35,LICENSED,12/11/2017,,05252025
DAY CARE CENTER,380506527,ABC PRE-SCHOOL,PINE UNITED METHODIST CHURCH,MICHIE MINAMOTO,(415) 387-9111,"426 33RD AVENUE, 1ST FLOOR",SAN FRANCISCO,CA,94121,SAN FRANCISCO,05,35,LICENSED,5/14/1996,,05252025
DAY CARE CENTER,197495117,ABC PRE SCHOOL HOUSE,ABC PRE SCHOOL HOUSE INC,NINELIE RATAVOSSIAN,(818) 934-0049,4102-4104 W VICTORY BLVD,BURBANK,CA,91505,LOS ANGELES,58,59,LICENSED,7/27/2022,,05252025
DAY CARE CENTER,013411388,ABC PRESCHOOL,E.Z. PLUS CORPORATION,"ZIMMERMAN, KAREN",(510) 521-6488,1525 BAY STREET,ALAMEDA,CA,94501,ALAMEDA,02,30,LICENSED,5/28/1996,,05252025
DAY CARE CENTER,270710131,ABC PRESCHOOL AND DAYCARE,AROMAS BIBLE CHURCH OF AROMAS CA,BRIANA GRISWOLD,(831) 726-2357,263 CARPENTERIA ROAD,AROMAS,CA,95004,MONTEREY,07,30,CLOSED,9/18/1990,7/29/2020,05252025
DAY CARE CENTER,013421345,ABC PRESCHOOL & DAYCARE,"STEVENS, ANGELA","STEVENS, ANGELA",(510) 921-0787,20135 SAN MIGUEL AVE,CASTRO VALLEY,CA,94546,ALAMEDA,52,21,CLOSED,7/11/2013,1/18/2022,05252025
DAY CARE CENTER,015700561,ABC PRESCHOOL & DAYCARE,"FOOTSTEPS PRESCHOOL, INC.","MALHOTRA, ANUPAMA",(408) 839-5669,20135 SAN MIGUEL AVENUE,CASTRO VALLEY,CA,94546,ALAMEDA,52,21,LICENSED,6/2/2022,,05252025
DAY CARE CENTER,197494715,ABC SCHOOL HOUSE,SHIRO PERERA TORQUATO & ABC SCHOOL HOUSE LLC,"BERNET-LEGUM, SUZANNE",(818) 842-8466,4102 W. VICTORY BLVD,BURBANK,CA,91505,LOS ANGELES,58,58,CLOSED,12/31/2020,7/26/2022,05252025
DAY CARE CENTER,191205070,ABC SCHOOL HOUSE,"PERERA, EDWARD & PHYLLIS",JEAN SLIAKIS,(818) 842-8466,4102-4104-4106 W. VICTORY BLVD,BURBANK,CA,91505,LOS ANGELES,58,64,CLOSED,9/1/1993,12/31/2020,05252025
DAY CARE CENTER,300600010,ABIDING SAVIOR LUTHERAN CHURCH & SCHOOL,ABIDING SAVIOR LUTHERAN CHURCH & SCHOOL,"CISNA, CELESTE",(949) 837-4292,23262 EL TORO ROAD,LAKE FOREST,CA,92630,ORANGE,06,85,LICENSED,11/1/1974,,05252025
DAY CARE CENTER,485407942,ABOVE & BEYOND PRESCHOOL,PAULA ROWLAND,"ROWLAND, PAULA",(707) 386-3171,126 PEABODY ROAD,VACAVILLE,CA,95687,SOLANO,01,27,LICENSED,8/9/2021,,05252025
DAY CARE CENTER,343607946,ABRAHAM LINCOLN PRESCHOOL,SCUSD CHILD DEVELOPMENT,"DO, KIN",(916) 395-4503,3324 GLENMOORE DRIVE,SACRAMENTO,CA,95827,SACRAMENTO,03,25,LICENSED,4/12/2002,,05252025
DAY CARE CENTER,367750007,ABUNDANCE OF JOY CHILD DEVELOPMENT CENTER,"MCCLENDON, ANTOINETTE","MCCLENDON, ANTOINETTE",(442) 800-5675,16420 SEQUOIA STREET,HESPERIA,CA,92345,SAN BERNARDINO,12,24,LICENSED,10/22/2019,,05252025
DAY CARE CENTER,198015430,ABUNDANCE OF LIFE DAY CARE CENTER,ABUNDANCE OF LIFE TEMPLE OF CHRIST INC.,BISHOP SHERIA A. ARCEO,(562) 422-6195,6100 LONG BEACH BLVD.,LONG BEACH,CA,90805,LOS ANGELES,54,12,CLOSED,7/26/2010,8/31/2021,05252025
DAY CARE CENTER,503808355,ABUNDANT LIFE CHILD CARE,ABUNDANT LIFE CHRISTIAN CENTER,"ALLARD, TAMMY MAE",(209) 545-0787,3120 SNYDER AVENUE,MODESTO,CA,95356,STANISLAUS,04,36,CLOSED,4/13/2007,8/24/2021,05252025
DAY CARE CENTER,364841081,ABUNDANT PRESCHOOL OF LEARNING,ABUNDANT LIVING FAMILY CHURCH,KATHERINE MALTES,(909) 204-4514,10900 CIVIC CENTER DRIVE,RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO,09,152,LICENSED,2/16/2012,,05252025
DAY CARE CENTER,198021281,ABUNDANT PRESCHOOL OF LEARNING - POMONA,ABUNDANT LIVING FAMILY CHURCH,DOMINIQUE PASTRANA,(909) 459-9701,490 E. LA VERNE AVE,POMONA,CA,91767,LOS ANGELES,33,77,LICENSED,11/14/2023,,05252025
DAY CARE CENTER,304371441,ACACIA MONTESSORI SCHOOL,"CHUNG, SUN PARK","CHUNG, SUN",(714) 526-7855,1701 EAST CHAPMAN AVENUE,FULLERTON,CA,92831,ORANGE,06,54,LICENSED,2/1/2021,,05252025
DAY CARE CENTER,191593050,ACACIA MONTESSORI SCHOOL,FIRDOSY SAFIRA MRS.,"FIRDOSY, ZAFIRA",(626) 966-9356,450 W ROWLAND AVE,COVINA,CA,91723,LOS ANGELES,33,51,CLOSED,12/5/1989,10/5/2020,05252025
DAY CARE CENTER,198020471,ACACIA MONTESSORI SCHOOL COVINA INC.,ACACIA MONTESSORI SCHOOL COVINA INC.,MILDRED BAUTISTA,(626) 966-9356,450 W ROWLAND ST,COVINA,CA,91723,LOS ANGELES,33,60,LICENSED,10/5/2020,,05252025
DAY CARE CENTER,304371287,ACACIA TREE PRE SCHOOL,"CHUNG, SUN P.","CHUNG, SUN P.",(714) 526-7855,1701 EAST CHAPMAN AVENUE,FULLERTON,CA,92831,ORANGE,06,70,CLOSED,11/26/2019,2/1/2021,05252025
DAY CARE CENTER,503810243,ACADEMIA DAYCARE INC,SANDRA SILVA-CISNEROS,SANDRA SILVA-CISNEROS,(209) 535-7317,512 15TH ST,MODESTO,CA,95354,STANISLAUS,04,36,CLOSED,,11/29/2023,05252025
DAY CARE CENTER,013420975,ACADEMIA DE MI ABUELA,REIMANN ENTERPRISES INC.,"REIMANN, CYNTHIA",(510) 336-7082,2162 MOUNTAIN BLVD STE 300,OAKLAND,CA,94611,ALAMEDA,02,53,CLOSED,1/30/2013,5/28/2024,05252025
DAY CARE CENTER,198400896,ACADEMIA MONTESSORI,KNOLLER MONTESSORI LLC,"BALGEMINO, JANICE",(562) 474-1848,15110 STUDEBAKER ROAD,NORWALK,CA,90650,LOS ANGELES,54,26,LICENSED,1/26/2024,,05252025
DAY CARE CENTER,198400930,ACADEMIA MONTESSORI PRESCHOOL,KNOLLER MONTESSORI LLC,JANICE BALGEMINO,(562) 474-1848,15014 STUDEBAKER RD,NORWALK,CA,90650,LOS ANGELES,54,45,LICENSED,1/26/2024,,05252025
DAY CARE CENTER,503810038,ACADEMIC'S PLUS LEARNING CENTER,"TOOR, HARINDER/MABERRY, BILLDA","TOOR, HARINDER",(209) 702-2112,3217 TULLY RD,MODESTO,CA,95350,STANISLAUS,04,30,LICENSED,12/17/2018,,05252025
DAY CARE CENTER,198018836,ACADEMICISE INT. PRESCHOOL & KINDERGARTEN,ACADEMICISE INTERNATIONAL PRESCHOOL & KINDERGARTEN,"LEUNG, NELSON",(626) 623-6020,325 E. LIVE OAK AVE.,ARCADIA,CA,91006,LOS ANGELES,33,81,LICENSED,12/21/2017,,05252025
DAY CARE CENTER,573622545,ACADEMY 4 KIDS,"BARRAGAN, PATRICIA & BARRAGAN, ERICA","BARRAGAN, PATRICIA & BARRA",(916) 389-0843,"2455 WEST CAPITOL AVE, #110",WEST SACRAMENTO,CA,95691,YOLO,53,28,LICENSED,7/27/2018,,05252025
DAY CARE CENTER,376700755,"ACADEMY AT BRIGHT HORIZONS, THE",BRIGHT HORIZONS CHILDREN'S CENTER LLC,NICOLE FIORELLA,(760) 436-9666,2232 ENCINITAS BOULEVARD,ENCINITAS,CA,92024,SAN DIEGO,51,154,LICENSED,11/8/2010,,05252025
DAY CARE CENTER,197493688,"ACADEMY AT MANHATTAN BEACH, THE",BRIGHT HORIZONS CHILDREN'S CENTERS LLC.,SYLVIA RUIZ,(310) 546-1700,1114 22ND STREET,MANHATTAN BEACH,CA,90266,LOS ANGELES,30,125,LICENSED,3/2/2018,,05252025
DAY CARE CENTER,198019784,"ACADEMY AT PASADENA, THE",BRIGHT HORIZONS CHILDREN'S CENTERS LLC,KARA LEWIS,(626) 578-7300,700 E GREEN ST,PASADENA,CA,91101,LOS ANGELES,33,74,LICENSED,2/26/2018,,05252025
DAY CARE CENTER,197493689,"ACADEMY AT VENICE, THE",BRIGHT HORIZONS CHILDREN'S CENTERS LLC.,"LY, SIRENA",(310) 827-7300,2201 LINCOLN BLVD.,VENICE,CA,90291,LOS ANGELES,30,105,LICENSED,3/2/2018,,05252025
DAY CARE CENTER,197493687,"ACADEMY AT WESTWOOD, THE",BRIGHT HORIZONS CHILDREN'S CENTERS LLC,NICOLE BROZKA,(310) 446-5400,2028 WESTWOOD BOULEVARD,LOS ANGELES,CA,90025,LOS ANGELES,30,71,LICENSED,2/16/2018,,05252025
DAY CARE CENTER,274414333,ACADEMY FOR CHILDREN,DESTINA ROBERTA GREEN,DESTINA R. GREEN,(831) 899-9000,1664 HILBY AVENUE,SEASIDE,CA,93955,MONTEREY,07,60,CLOSED,2/4/2016,7/28/2023,05252025
DAY CARE CENTER,191605004,ACADEMY FOR EARLY LEARNING,ACADEMY FOR EARLY LEARNING INC.,TIFFANY MCDUFFIE,(310) 672-3777,1014-1020 N. PARK AVENUE,INGLEWOOD,CA,90302,LOS ANGELES,30,51,LICENSED,8/9/1990,,05252025
DAY CARE CENTER,054500312,ACADEMY OF CHILD DEVELOPMENT AND AMORE,ACADEMY OF CHILD DEVELOPMENT AND AMORE LLC,AIDA LOMELI,(510) 228-9692,170 EAST FRENCH CAMP,FRENCH CAMP,CA,95232,CALAVERAS,53,24,CLOSED,,9/25/2020,05252025
DAY CARE CENTER,394500315,ACADEMY OF CHILD DEVELOPMENT & AMORE,ACADEMY OF CHILD DEVELOPMENT & AMORE LLC,AIDA LOMELI,(209) 898-2958,170 EAST FRENCH CAMP ROAD,FRENCH CAMP,CA,95231,SAN JOAQUIN,53,40,LICENSED,5/12/2021,,05252025
DAY CARE CENTER,197750110,ACADEMY OF EXCELLENCE,CHAUNCY SMITH,LORIENA FRANCISCO,(661) 206-9344,725 E AVENUE J,LANCASTER,CA,93535,LOS ANGELES,12,27,LICENSED,4/16/2021,,05252025
DAY CARE CENTER,197750161,ACADEMY OF EXCELLENCE,CHAUNCY SMITH,CHAUNCY SMITH,(661) 206-9344,1324 WEST AVENUE J SUITE 5,LANCASTER,CA,93534,LOS ANGELES,12,53,LICENSED,6/16/2023,,05252025
DAY CARE CENTER,393621530,"ACADEMY OF LEARNERS CDC, LLC","BAUMER, ELLA TEMPLE","BAUMER, ELLA",(209) 605-0626,18527 EAST HIGHWAY 26,LINDEN,CA,95236,SAN JOAQUIN,53,30,CLOSED,1/18/2017,6/29/2022,05252025
DAY CARE CENTER,394500620,"ACADEMY OF LEARNERS CDC, LLC","ACADEMY OF LEARNERS CDC, LLC",ELLA TEMPLE BAUMER,(209) 605-0626,19047 EAST MAIN ST,LINDEN,CA,95236,SAN JOAQUIN,53,30,LICENSED,6/29/2022,,05252025
DAY CARE CENTER,434413108,ACADEMY OF MANDARIN IMMERSION,"AMI SCHOOL, INC.",CHIA YI LI,(408) 691-3808,3257 PAYNE AVENUE,SAN JOSE,CA,95117,SANTA CLARA,07,23,CLOSED,9/27/2012,6/7/2022,05252025
DAY CARE CENTER,330908009,"ACADEMY OF PALM DESERT COMM. PRESBY. CHURCH, THE",PALM DESERT COMMUNITY PRESBYTERIAN CHURCH,REICHEL AINSWORTH,(760) 568-4360,47-321 HIGHWAY 74,PALM DESERT,CA,92260,RIVERSIDE,10,120,LICENSED,5/2/1983,,05252025
DAY CARE CENTER,376105009,ACADEMY OF PLAY,ACADEMY OF PLAY LLC.,VIANNEY BARRAZA ESPINOZA,(619) 631-7284,892 EAST MADISON AVENUE,EL CAJON,CA,92020,SAN DIEGO,51,21,CLOSED,9/24/2019,4/12/2024,05252025
DAY CARE CENTER,376701491,ACADEMY OF PLAY LLC,ACADEMY OF PLAY LLC,CINTHYA BAEZ,(619) 439-2390,7255 UNIVERSITY AVENUE,LA MESA,CA,91942,SAN DIEGO,20,26,LICENSED,3/28/2022,,05252025
DAY CARE CENTER,304370730,ACADEMY ON THE HILLS,SUNDLAND ACADEMIES ALISO INC.,"LUNN, MONICA",(949) 360-7022,10 MAREBLU,ALISO VIEJO,CA,92656,ORANGE,06,102,LICENSED,9/13/2011,,05252025
DAY CARE CENTER,198011613,"ACCELERATED SCHOOL KECK EARLY LEARNING CENTER, THE","ACCELERATED SCHOOL, THE",FRANCIS READING,(323) 235-6343,116 E. MARTIN LUTHER KING JR.,LOS ANGELES,CA,90011,LOS ANGELES,54,63,INACTIVE,8/17/2005,,05252025
DAY CARE CENTER,434412146,ACCELERATION ACADEMY,ACCELERATION ACADEMY LLC,SONAL GIDVANI,(408) 732-2200,404 EAST EVELYN AVENUE,SUNNYVALE,CA,94086,SANTA CLARA,07,30,CLOSED,3/1/2011,10/3/2022,05252025
DAY CARE CENTER,434413759,ACCELERATION ACADEMY,ACCELERATION ACADEMY LLC,JYOTI DAWRA,(408) 732-2200,743 S WOLFE ROAD,SUNNYVALE,CA,94086,SANTA CLARA,07,86,CLOSED,1/31/2014,12/27/2023,05252025
DAY CARE CENTER,304370907,ACDC AT GRACE LUTHERAN,GRACE EVANGELICAL LUTHERAN CHURCH OF ANAHEIM,"LOWE, KELLIE",(714) 956-9611,700 WEST SOUTH STREET,ANAHEIM,CA,92805,ORANGE,06,60,CLOSED,6/20/2014,12/20/2024,05252025
DAY CARE CENTER,304370845,ACE MONTESSORI PRESCHOOL,DHARMENDRA PAL,"PAL, DHARMENDRA",(949) 735-2905,24602 RAYMOND WAY  SUITE #1,LAKE FOREST,CA,92630,ORANGE,06,90,LICENSED,6/10/2013,,05252025
DAY CARE CENTER,393617385,ACE TOTS PRESCHOOL,ACE TOTS PRESCHOOL,"KHAN, NADIA",(209) 330-1030,7204 SHORELINE DRIVE,STOCKTON,CA,95219,SAN JOAQUIN,53,90,LICENSED,3/15/2013,,05252025
DAY CARE CENTER,430700006,ACHIEVER CHRISTIAN SCHOOLS,FIRST BAPTIST CHURCH,LINDA BREMER,(408) 264-2345,540 SANDS DRIVE,SAN JOSE,CA,95125,SANTA CLARA,07,120,CLOSED,10/30/1993,9/9/2020,05252025
DAY CARE CENTER,493010083,ACHIEVERS,NANAK GLOBAL INC.,SYDNEY SOOS,(707) 539-6232,573 SUMMERFIELD ROAD,SANTA ROSA,CA,95405,SONOMA,01,90,LICENSED,9/1/2021,,05252025
DAY CARE CENTER,434417067,ACHIEVERS,NANAK GLOBAL INC.,DIVYA KOHLI,(408) 685-2289,404 EAST EVELYN AVENUE,SUNNYVALE,CA,94086,SANTA CLARA,07,30,LICENSED,2/21/2023,,05252025
DAY CARE CENTER,015700599,ACHIEVERS,"NANAK STOCKTON, INC.","MONIZ, SHALIMAR",(510) 676-4649,20320 ANITA AVENUE,CASTRO VALLEY,CA,94546,ALAMEDA,52,58,LICENSED,4/20/2023,,05252025
DAY CARE CENTER,394500416,ACHIEVERS,NANAK STOCKTON INC.,IVY STINSON,(209) 956-5437,4453 PRECISSI LANE,STOCKTON,CA,95207,SAN JOAQUIN,53,60,LICENSED,6/15/2021,,05252025
DAY CARE CENTER,197494827,ACHIEVERS ACADEMY PRESCHOOL,"ACHIEVERS ACADEMY, INC.",PRISCILLA RIVERA,(818) 830-8123,9025 LANGDON AVENUE,NORTH HILLS,CA,91343,LOS ANGELES,58,132,CLOSED,9/29/2021,4/10/2024,05252025
DAY CARE CENTER,434411992,ACHIEVING STARS ACADEMY,"ACHIEVING STARS ACADEMY, INC.",MICHELLE OHYE,(408) 263-8802,301 SOUTH ABBOTT AVENUE,MILPITAS,CA,95035,SANTA CLARA,52,96,CLOSED,8/3/2010,5/5/2025,05252025
DAY CARE CENTER,434413136,ACME CHILDREN'S CENTER,"ACME EDUCATION GROUP, INC.","LIN, YALING (EILEEN)",(650) 800-7450,4101 EL CAMINO WAY,PALO ALTO,CA,94306,SANTA CLARA,52,90,LICENSED,10/27/2014,,05252025
DAY CARE CENTER,070209024,ACORN LEARNING CENTER,"ACORN LEARNING CENTER, INC.","GONZALES, ANNA",(925) 837-1145,816 DIABLO ROAD,DANVILLE,CA,94526,CONTRA COSTA,02,42,CLOSED,2/9/1987,2/5/2024,05252025
DAY CARE CENTER,073405619,ACORN LEARNING CENTER OF DOUGHERTY VALLEY,"ACORN LEARNING CENTER OF DOUGHERTY VALLEY, INC.",DAWN DILLARD,(925) 560-6488,17025 BOLLINGER CANYON ROAD,SAN RAMON,CA,94582,CONTRA COSTA,52,167,CLOSED,10/27/2006,2/17/2023,05252025
DAY CARE CENTER,070211735,ACORN LEARNING CENTER OF SAN RAMON,"ACORN LEARNING CENTER OF SAN RAMON, INC.","GARZA, CAROLYN",(925) 735-7900,5075 CROW CANYON ROAD,SAN RAMON,CA,94583,CONTRA COSTA,52,151,CLOSED,12/28/1990,8/13/2024,05252025
DAY CARE CENTER,493008637,"ACORN PRESCHOOL, OAK GROVE UNION SCHOOL DISTRICT",OAKGROVE UNION SCHOOL DISTRICT,VICTORIA FERNANDEZ,(707) 823-4930,8760 BOWER STREET,SEBASTOPOL,CA,95472,SONOMA,01,30,CLOSED,7/29/2013,6/6/2024,05252025
DAY CARE CENTER,343624579,ACORN TO OAK,"ACORN TO OAK, INC","KOMETANI, KIANA",(916) 407-0147,660 WATT AVE.,SACRAMENTO,CA,95864,SACRAMENTO,03,32,LICENSED,1/23/2023,,05252025
DAY CARE CENTER,343623854,ACORN TO OAK,ACORN TO OAK,"WHITBREAD-COLE, ISOBEL",(916) 407-0187,2661 NORTHROP AVENUE,SACRAMENTO,CA,95864,SACRAMENTO,03,36,LICENSED,3/23/2021,,05252025
DAY CARE CENTER,343624624,ACORN TO OAK,"ACORN TO OAK, INC.","KOMETANI, KIANA",(916) 407-0147,3541 SAN LUCAS WAY,SACRAMENTO,CA,95864,SACRAMENTO,03,84,LICENSED,1/23/2023,,05252025
DAY CARE CENTER,406216182,ACORN VILLAGE MONTESSORI,"ACORN VILLAGE MONTESSORI, LLC",KRISTINA PROZESKY,(512) 461-6767,5850 ROSARIO,ATASCADERO,CA,93422,SAN LUIS OBISPO,17,22,CLOSED,3/14/2022,3/12/2025,05252025
DAY CARE CENTER,045408225,ACORNS TO OAKS PRESCHOOL AND DAYCARE,ACORNS TO OAKS PRESCHOOL AND DAYCARE LLC,"SIVADON, SHANNON",(530) 520-0251,2452 TOM POLK AVE,CHICO,CA,95926,BUTTE,13,40,LICENSED,3/3/2023,,05252025
DAY CARE CENTER,214005482,ACQUA MONTESSORI SCHOOL,ACQUA SCHOOLS LLC,NICOLAS RYAN MENDOZA,(415) 755-7075,8 N SAN PEDRO RD,SAN RAFAEL,CA,94903,MARIN,05,24,LICENSED,6/18/2019,,05252025
DAY CARE CENTER,444412427,ACR ACADEMY,"BOOKUU CO, INC.",JAMES DAWSON,(831) 426-3655,327 CHURCH STREET,SANTA CRUZ,CA,95060,SANTA CRUZ,07,52,LICENSED,8/11/2011,,05252025
DAY CARE CENTER,343601205,ACTION DAY LEARNING CENTER,"MILLER, SHARON","HARLAND, MARIA (BUFFY)",(916) 988-9633,9371 ELM AVENUE,ORANGEVALE,CA,95662,SACRAMENTO,03,32,LICENSED,9/28/1995,,05252025
DAY CARE CENTER,343601111,ACTION DAY LEARNING CENTER,"MILLER, SHARON","SHORT, RHONDA",(916) 985-0976,400 STAFFORD STREET,FOLSOM,CA,95630,SACRAMENTO,03,48,LICENSED,7/24/1995,,05252025
DAY CARE CENTER,343601174,ACTION DAY LEARNING CENTER,"MILLER, SHARON","LISH, LAURI",(916) 988-9689,6822 KENNETH AVENUE,ORANGEVALE,CA,95662,SACRAMENTO,03,51,LICENSED,7/24/1995,,05252025
DAY CARE CENTER,434417100,ACTION DAY NURSERIES & PRIMARY PLUS INC,ACTION DAY NURSERIES & PRIMARY PLUS INC,SUSAN LEE,(408) 244-1968,2021 LINCOLN AVENUE,SAN JOSE,CA,95125,SANTA CLARA,07,25,LICENSED,8/10/2023,,05252025
DAY CARE CENTER,430703019,ACTION DAY NURSERIES & PRIMARY PLUS INC.,ACTION DAY NURSERIES & PRIMARY PLUS INC.,JESSICA GUZMAN,(650) 967-3780,333 EUNICE AVENUE,MOUNTAIN VIEW,CA,94040,SANTA CLARA,52,107,LICENSED,10/26/1994,,05252025
DAY CARE CENTER,430701805,"ACTION DAY NURSERIES, INC.","ACTION DAY NURSERIES, INC.","KING, HEATHER",(408) 867-4515,13560 S. SARATOGA-SUNNYVALE RD,SARATOGA,CA,95070,SANTA CLARA,07,44,LICENSED,12/30/1994,,05252025
DAY CARE CENTER,430701361,ACTION DAY NURSERY,"ACTION DAY NURSERIES, INC",SMRTI DATTA,(408) 266-8952,2146 LINCOLN AVENUE,SAN JOSE,CA,95125,SANTA CLARA,07,154,LICENSED,10/5/1992,,05252025
DAY CARE CENTER,430700960,ACTION DAY NURSERY ON MOORPARK,"ACTION DAY NURSERIES, INC.","STRANGE, BRITTANY",(408) 247-6972,3030 MOORPARK AVENUE,SAN JOSE,CA,95128,SANTA CLARA,07,233,LICENSED,7/29/1995,,05252025
DAY CARE CENTER,430700961,ACTION DAY NURSERY ON PRUNERIDGE,ACTION DAY NURSERIES INC,SARAH HOLLOWAY,(408) 244-2909,2001 PRUNERIDGE AVENUE,SANTA CLARA,CA,95050,SANTA CLARA,07,68,LICENSED,11/14/1994,,05252025
DAY CARE CENTER,434408755,ACTION DAY PRIMARY PLUS,"ACTION DAY NURSERIES & PRIMARY PLUS, INC.",FARRAH DERLA,(408) 629-6020,5845 ALLEN AVENUE,SAN JOSE,CA,95123,SANTA CLARA,07,254,LICENSED,11/7/2005,,05252025
DAY CARE CENTER,493009895,ACTION NETWORK FAMILY RESOURCES CENTER,ACTION NETWORK FAMILY RESOURCE CENTER,THAIS MAZUR,(707) 963-3546,3555 ANNAPOLIS ROAD,ANNAPOLIS,CA,95412,SONOMA,01,14,CLOSED,,5/19/2021,05252025
DAY CARE CENTER,240407459,ADA GIVENS PRESCHOOL,MERCED CITY SCHOOL DISTRICT,"MEJIA, MARIA",(209) 385-6378,2900 GREEN STREET,MERCED,CA,95340,MERCED,04,22,LICENSED,12/16/1992,,05252025
