facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date
child_care_centers,334809550,MARTHA'S VILLAGE & KITCHEN,"MARTHA'S VILLAGE & KITCHEN, INC.",ROSA VERDUZCO,(760) 347-4741,83-791 DATE AVENUE,INDIO,CA,92201,RIVERSIDE,10,12,CLOSED,6/22/2001,1/31/2025,5252025
child_care_centers,503810220,METHODIST TINY TOTS,FIRST UNITIED METHODIST CHURCH IN MODESTO,BARBARA ALVARADO,(209) 525-8687,850 16TH ST,MODESTO,CA,95354,STANISLAUS,4,12,CLOSED,,4/11/2023,5252025
child_care_centers,376105037,MIRA MESA CHRISTIAN PRESCHOOL,MESA CHRISTIAN SCHOOLS,SHARLA ROCHA,(858) 536-2807,10770 RICKERT ROAD,SAN DIEGO,CA,92126,SAN DIEGO,51,12,CLOSED,12/16/2020,10/4/2021,5252025
child_care_centers,394500266,MONTESSORI ON THE PRAIRIE,MONTESSORI ON THE PRAIRIE LLC,"TENNAKOON, SHANIKA",(209) 831-7872,89 WEST 7TH STREET,TRACY,CA,95376,SAN JOAQUIN,53,9,CLOSED,2/3/2021,2/10/2025,5252025
child_care_centers,364820650,MOUNTAIN VIEW CHRISTIAN PRESCHOOL & KINDERGARTEN,MT. VIEW FAMILY DEVELOPMENT INC,LESBIA ARCE,(909) 357-9377,8833 PALMETTO AVENUE,FONTANA,CA,92335,SAN BERNARDINO,9,11,INACTIVE,4/17/2009,,5252025
child_care_centers,198013139,MULBERRY TREE PRESCHOOL,MIACHELLE ANDRADE AND RUBY HINES,MIACHELLE ANDRADE,(562) 696-5114,13841 E. CHRISTINE DRIVE,WHITTIER,CA,90605,LOS ANGELES,33,12,CLOSED,4/23/2007,5/27/2020,5252025
child_care_centers,434415424,ORGANIZATION OF SPECIAL NEEDS FAMILIES,ORGANIZATION OF SPECIAL NEEDS FAMILIES,ALEJANDRA GOMEZ,(408) 996-0850,511 S BASCOM AVE. (FRONT BLDG),SAN JOSE,CA,95128,SANTA CLARA,7,6,INACTIVE,7/19/2018,,5252025
child_care_centers,434415604,PEPPERTREE SCHOOLS COTTAGE HOUSE,"PEPPERTREE SCHOOLS, LLC",THERESA BECKERDITE,(408) 356-3211,16035 LOS GATOS ALMADEN ROAD,LOS GATOS,CA,95032,SANTA CLARA,7,10,CLOSED,1/22/2021,5/18/2023,5252025
child_care_centers,376105051,"PLAYGROUND LEARNING CENTER, THE","WHITE, SHENEA",SHENEA WHITE,(619) 724-6350,237 AVOCADO AVENUE,EL CAJON,CA,92020,SAN DIEGO,51,11,CLOSED,11/22/2021,4/29/2022,5252025
child_care_centers,376701474,"PLAYGROUND, THE","WHITE, SHENEA & ZACARI",SHENEA WHITE,(619) 724-6350,5500 GROSSMONT CENTER DR. #125,LA MESA,CA,91942,SAN DIEGO,20,12,CLOSED,,2/25/2021,5252025
child_care_centers,540405675,RAGGEDY ANN & ANDY,"SAMUELS, LA DONNA & RICHARD","SAMUELS, LA DONNA",(559) 738-0111,2015 S. ENCINA,VISALIA,CA,93277,TULARE,57,12,CLOSED,1/6/1989,3/9/2021,5252025
child_care_centers,313624431,ROSEVILLE MONTESSORI ACADEMY (SA),ROSEVILLE MONTESSORI ACADEMY,"MOLLINARI, JANET",(916) 780-0230,1370 BASELINE RD,ROSEVILLE,CA,95747,PLACER,3,12,CLOSED,,10/17/2022,5252025
child_care_centers,73408261,ST. MARK'S HARMONY CENTER,ST. MARK'S HARMONY CENTER,"ROBBINS,SANDRA MICHELE",(925) 254-1364,451 MORAGA WAY,ORINDA,CA,94563,CONTRA COSTA,2,12,CLOSED,7/30/2018,4/3/2023,5252025
child_care_centers,54500363,ST. PATRICK'S CATHOLIC PRE-SCHOOL,PASTOR OF ST. PATRICK'S CHURCH OF ANGELS CAMP,KACY BARNETT,(209) 736-4458,809 S. MAIN STREET,ANGELS CAMP,CA,95222,CALAVERAS,53,8,CLOSED,5/3/2021,5/1/2023,5252025
child_care_centers,376701460,SUN DIEGO KIDS SCHOOL-AGE CENTER,CIARA MARQUEZ,CIARA MARQUEZ,(619) 342-6512,5940 WINCHESTER STREET,SAN DIEGO,CA,92139,SAN DIEGO,20,12,CLOSED,,6/9/2020,5252025
child_care_centers,525408287,SUNSHINE CHRISTIAN ACADEMY S/A,"TINY TOES DAYCARE, LLC","MATTOS, SARAH",(530) 824-2524,918 SOLANO ST,CORNING,CA,96021,TEHAMA,13,10,CLOSED,6/13/2023,6/3/2024,5252025
child_care_centers,434416287,TEMPLE EMANU-EL,TEMPLE EMANU-EL,BARBARA SMEAD,(408) 293-8660,1010 UNIVERSITY AVENUE,SAN JOSE,CA,95126,SANTA CLARA,7,12,CLOSED,,3/3/2021,5252025
child_care_centers,376105127,TEMPLE SOLEL EARLY CHILDHOOD CENTER,"TEMPLE SOLEL OF NORTHERN SAN DIEGO COUNTY, INC.",LESLIE SCHECK,(760) 944-1285,3575 MANCHESTER AVENUE,CARDIFF,CA,92007,SAN DIEGO,51,12,CLOSED,,5/2/2023,5252025
child_care_centers,376300268,TLC LEARNING CENTER,"REYES MORALES,PEDRO JAVIER","VASQUEZ,ANA",(760) 529-2590,2960 OCEANSIDE BLVD #2,OCEANSIDE,CA,92054,SAN DIEGO,10,12,CLOSED,,2/16/2021,5252025
child_care_centers,153810169,TODDLER TECH PRESCHOOL,TODDLER TECH INC,CAROLINE CLAUSEN,(661) 861-8324,2211 G ST,BAKERSFIELD,CA,93301,KERN,57,9,CLOSED,,2/10/2022,5252025
child_care_centers,343623951,TOTS OF LOVE - CITRUS HEIGHTS,"TOTS OF LOVE CHILD DEVELOPMENT CENTER, LLC","WOODS, WANDA",(916) 560-9699,7312 ANTELOPE ROAD,CITRUS HEIGHTS,CA,95621,SACRAMENTO,3,10,ON PROBATION,6/22/2021,,5252025
child_care_centers,13423111,"TWIRL, INC.","TWIRL, INC.","CAZAREZ, SABRINA",(415) 810-9057,1424 PARK STREET,ALAMEDA,CA,94501,ALAMEDA,2,12,CLOSED,,7/29/2021,5252025
child_care_centers,198020468,URBAN STRATEGIES - SCHOOL-AGE,URBAN STRATEGIES LLC,NIDIA SANGUINO,(301) 788-3356,3700 E. SIERRA MADRE BLVD.,PASADENA,CA,91107,LOS ANGELES,33,12,CLOSED,2/21/2020,10/31/2022,5252025
child_care_centers,197494962,VALLEY NURSERY SCHOOL,KEVIN CHONG YI,"CHONG YI, KEVIN",(213) 352-3509,6948 WOODMAN AVENUE,VALLEY GLEN,CA,91405,LOS ANGELES,58,12,CLOSED,12/7/2021,8/24/2023,5252025
child_care_centers,197750109,WANNA PLAY PLAYCARE,K&M PLAY CORPORATION,KARINA ALVARADO,(661) 501-2301,26837 BOUQUET CANYON RD,SANTA CLARITA,CA,91350,LOS ANGELES,12,7,CLOSED,5/7/2021,1/26/2024,5252025
child_care_centers,103808104,WEE TOWN LEARNING CENTER,"BURCH, CHARLENE","BURCH, CHARLENEN",(559) 935-3448,150 S. 5TH STREET,COALINGA,CA,93210,FRESNO,4,13,CLOSED,5/18/2004,12/31/2024,5252025
child_care_centers,13416107,YMCA OF THE EAST BAY - BLACOW,YMCA OF THE EAST BAY,"BHATIA, GURMEET",(510) 659-4051,40404 SUNDALE DRIVE,FREMONT,CA,94538,ALAMEDA,52,12,CLOSED,2/28/2002,2/10/2022,5252025
child_care_centers,13423770,AHS-ANGELA AGULAR CENTER,ALAMEDA FAMILY SERVICES,BING ZHANG,(510) 865-5330,1901 THIRD STREET,ALAMEDA,CA,94501,ALAMEDA,2,8,PENDING,,,5252025
child_care_centers,197495501,BEACH MOMS CDC INFANT CENTER,BEACH MOMS CDC LLC,BRIANNA DAVIS,(310) 957-0326,1518 20TH STREET,SANTA MONICA,CA,90404,LOS ANGELES,30,6,PENDING,,,5252025
child_care_centers,13423780,BETH EL NURSERY SCHOOL,CONGREGATION BETH EL NURSERY SCHOOL,JODI GLADSTONE,(510) 848-9428,1301 OXFORD STREET,BERKELEY,CA,94709,ALAMEDA,2,8,PENDING,,,5252025
child_care_centers,406217490,BLOSSOM & BE CHRISTIAN PRESCHOOL,LYNSEY DELMORE,"DELMORE, LYNSEY",(805) 503-9433,330 STANTON STREET,ARROYO GRANDE,CA,93420,SAN LUIS OBISPO,17,12,PENDING,,,5252025
child_care_centers,198401137,BPUSD TRI-CITIES EARLY HEAD START MAYWOOD PARK,BALDWIN PARK UNIFIED SCHOOL DISTRICT,"AKWAJA, UFUOMA",(323) 560-1550,4801 E 58TH ST,MAYWOOD,CA,90270,LOS ANGELES,54,8,CLOSED,,11/18/2024,5252025
child_care_centers,435700774,BUILDING KIDZ PALO ALTO,AP VENTURE LLC,PRIYA SUDHARSAN,(650) 673-3700,415 LAMBERT AVE,PALO ALTO,CA,94306,SANTA CLARA,52,12,CLOSED,,10/10/2024,5252025
child_care_centers,426216654,CARPINTERIA CHILDREN'S PROJECT,CARPINTERIA CHILDREN'S PROJECT,TERESA ALVAREZ,(805) 566-1600,5201 EIGHT STREET,CARPINTERIA,CA,93013,SANTA BARBARA,17,10,CLOSED,,6/14/2024,5252025
child_care_centers,336301105,CASITAS DEL VALLE/ DESERT PRESCHOOL ACADEMY,DESERT PRESCHOOL ACADEMY,"GILLESPIE, KRISTIN",(916) 690-4260,12318 LAMOS PLACE,MORENO VALLEY,CA,92557,RIVERSIDE,10,9,CLOSED,,8/7/2024,5252025
child_care_centers,198401085,COLORS AND PLAY DAYCARE/PRESCHOOL,"HARRIS, NENA","HARRIS, NENA",(323) 337-5390,2805 W JEFFERSON BOULEVARD,LOS ANGELES,CA,90018,LOS ANGELES,54,8,CLOSED,,10/2/2024,5252025
child_care_centers,105601046,EVERSPRING PRESCHOOL,"JESSICA BERGEN, EVERSPRING PLAY INC","BERGEN, JESSICA",(805) 280-6615,1208 L ST,REEDLEY,CA,93654,FRESNO,57,10,PENDING,,,5252025
child_care_centers,485408435,FAMILY OF FAITH DAYCARE AND PRESCHOOL,"BYERS, JACK","BYERS, JACK",(707) 806-0800,350 N ORCHARD AVE,VACAVILLE,CA,95688,SOLANO,13,12,CLOSED,,10/30/2024,5252025
child_care_centers,336301104,FUENTE DE PAZ-DESERT PRESCHOOL ACADEMY,FUENTE DE PAZ-DESERT PRESCHOOL ACADEMY,"STEPHENS,BRANDY",(760) 772-1478,52664 HARRISON STREET,COACHELLA,CA,92236,RIVERSIDE,10,12,PENDING,,,5252025
child_care_centers,304371693,GRACE THERAPIES - CORPORATE SPONSORED CHILDCARE,"BRUNSTING, CLAIRE","BRUNSTING, CLAIRE",(949) 329-8161,22722 LAMBERT STREET STE 1712,LAKE FOREST,CA,92630,ORANGE,6,6,PENDING,,,5252025
child_care_centers,197495590,"JEFFREY FOUNDATION, THE",JEFFREY FOUNDATION,ALYCE MORRIS,(323) 965-7536,5443 W WASHINGTON BLVD,LOS ANGELES,CA,90016,LOS ANGELES,30,12,PENDING,,,5252025
child_care_centers,13423763,KING ESTATES EARLY CHILDHOOD CENTER/OUSD,OAKLAND UNIFIED SCHOOL DISTRICT,CHRISTIE HERRERA,(510) 879-8862,8251 FONTAINE ST,OAKLAND,CA,94605,ALAMEDA,2,8,PENDING,,,5252025
child_care_centers,165601051,LIFE OF VICTORY INSPIRING CENTER,LILY OF THE VALLEY EMMANUEL CHURCH OF JESUS CHRIST,"PORTER, JENNIE",(559) 924-8520,608 VINE ST,LEMOORE,CA,93245,KINGS,57,12,PENDING,,,5252025
child_care_centers,304371740,LIMAI MONTESSORI ACADEMY,LIMAI MONTESSORI ACADEMY,"MORALDA, TABITHA",(714) 690-0112,5309 BEACH BLVD.,BUENA PARK,CA,90621,ORANGE,6,12,PENDING,,,5252025
child_care_centers,336301152,LOVEWORLD CHILD CARE CENTER,LOVEWORLD USA CHURCH INC.,"UNEGBU, UGOCHUKWU HENRY",(951) 226-8491,17600 COLLIER AVE H171,LAKE ELSINORE,CA,92530,RIVERSIDE,10,10,PENDING,,,5252025
child_care_centers,336301192,MOUNTAIN VIEW/DESERT PRESCHOOL ACADEMY,DESERT PRESCHOOL ACADEMY,"GOMEZ-CAMACHO, ARELI",(760) 772-1478,68990 HARRISON ST.,THERMAL,CA,92274,RIVERSIDE,10,12,CLOSED,,11/1/2024,5252025
child_care_centers,274417178,NORTH MONTEREY COUNTY HEAD START,MONTEREY COUNTY OFFICE OF EDUCATION,MIRNA VERDUZCO,(831) 633-3369,10301 SEYMOUR STREET,CASTROVILLE,CA,95012,MONTEREY,7,12,CLOSED,,5/22/2024,5252025
child_care_centers,13423766,RISING SUN MONTESSORI SCHOOL,"RISING SUN MONTESSORI PRESCHOOL, INC",GLORIA PINEDA,(510) 528-6041,1089 SAN PABLO AVE,ALBANY,CA,94706,ALAMEDA,2,6,CLOSED,,4/28/2025,5252025
child_care_centers,15700659,SAFARI KID - MISSION,"TRIPLE 'E' KIDZ, INC.",GEETHAPRIYA SADANANDAM,(510) 943-5942,43468 ELLSWORTH ST,FREMONT,CA,94539,ALAMEDA,52,12,PENDING,,,5252025
child_care_centers,475408578,SHASTA HEAD START - MT. SHASTA CENTER,SHASTA HEAD START,"REDDICK, MELISSA",(530) 241-1036,710 EVERITT MEMORIAL HIGHWAY,MT. SHASTA,CA,96097,SISKIYOU,13,10,PENDING,,,5252025
child_care_centers,274417177,SHERWOOD HEAD START,MONTEREY COUNTY OFFICE OF EDUCATION,MARIA PINON,(831) 755-0300,110 SOUTH WOOD STREET,SALINAS,CA,93901,MONTEREY,7,12,CLOSED,,5/22/2024,5252025
child_care_centers,73409604,SUNSHINE HOUSE - BRENTWOOD,"SUNSHINE HOUSE CHILDREN'S CENTERS, INC.",CHELSEA TRAUM,(707) 592-6405,401 CHESTNUT STREET,BRENTWOOD,CA,94513,CONTRA COSTA,2,6,PENDING,,,5252025
child_care_centers,545601053,TINY TAS CD CENTER,CLAUDIA RAMOS,CLAUDIA RAMOS,(559) 686-0225,575 W MAPLE,TULARE,CA,93274,TULARE,57,12,PENDING,,,5252025
family_child_care_homes,191598788,ABBEY FAMILY DAY CARE,"ABBEY, CATHY WILLS","ABBEY, CATHY WILLS",(626) 799-1804,Unavailable,SOUTH PASADENA,CA,91030,LOS ANGELES,33,12,CLOSED,5/15/1992,3/11/2024,5252025
family_child_care_homes,197402827,ACOSTA FAMILY CHILD CARE,"ACOSTA, MARIA",ACOSTA & ZAMORA,(310) 763-4007,Unavailable,COMPTON,CA,90221,LOS ANGELES,54,12,CLOSED,8/26/1996,8/13/2021,5252025
family_child_care_homes,197413711,ADAM FAMILY CHILD CARE,"ADAM, MARYAM MOHAMMED ALI","ADAM, MARYAM M A",(310) 915-7381,Unavailable,LOS ANGELES,CA,90034,LOS ANGELES,30,12,CLOSED,7/20/2006,7/31/2024,5252025
family_child_care_homes,566200847,ADAMS-MAGSON FAMILY DAY CARE HOME,ADAMS-MAGSON JANICE,ADAMS-MAGSON          J,(805) 653-0464,Unavailable,VENTURA,CA,93003,VENTURA,17,12,CLOSED,1/8/1992,,5252025
family_child_care_homes,566200502,ADAMS FAMILY DAY CARE HOME,ADAMS AMEY A.,ADAMS                 A,(805) 646-7183,Unavailable,OJAI,CA,93023,VENTURA,17,12,CLOSED,8/18/1989,,5252025
family_child_care_homes,566201041,ALEJO FAMILY DAY CARE HOME,ALEJO LINDA,ALEJO                 L,(987) 799-4994,Unavailable,CAMARILLO,CA,93010,VENTURA,17,12,CLOSED,9/1/1988,,5252025
family_child_care_homes,380505549,"ALEXANDER, BARBARA - BELVEDERE MONTESSORI","ALEXANDER, BARBARA","ALEXANDER, BARBARA",(415) 564-3173,Unavailable,SAN FRANCISCO,CA,94117,SAN FRANCISCO,5,12,CLOSED,11/27/1989,5/31/2024,5252025
family_child_care_homes,490170016,"ALLEN, KAREN FAMILY CHILD CARE HOME","ALLEN, KAREN AND MICHAEL","ALLEN, KAREN",(707) 481-3995,Unavailable,SANTA ROSA,CA,95403,SONOMA,1,12,CLOSED,12/17/1990,10/27/2023,5252025
family_child_care_homes,13423580,"ALPEROWITZ, CHAYA","ALPEROWITZ, CHAYA","ALPEROWITZ, CHAYA",(510) 640-2543,Unavailable,ALAMEDA,CA,94501,ALAMEDA,2,12,CLOSED,4/28/2020,2/28/2024,5252025
family_child_care_homes,343625109,"ANDAR, HAJERA",HAJERA ANDAR,"ANDAR, HAJERA",(530) 492-1102,Unavailable,NORTH HIGHLANDS,CA,95660,SACRAMENTO,3,12,CLOSED,7/13/2023,3/18/2025,5252025
family_child_care_homes,380504728,"AQUINO, MINERVA M.","AQUINO, MINERVA M.","AQUINO, MINERVA M.",(415) 285-4113,Unavailable,SAN FRANCISCO,CA,94124,SAN FRANCISCO,5,12,CLOSED,10/1/1985,8/1/2024,5252025
family_child_care_homes,197407962,ARIAS FAMILY CHILD CARE,"ARIAS, ILDA","ARIAS, ILDA",(818) 362-9100,Unavailable,SYLMAR,CA,91342,LOS ANGELES,12,12,CLOSED,12/27/2000,2/8/2023,5252025
family_child_care_homes,566200578,ARMSTRONG FAMILY DAY CARE HOME,ARMSTRONG ROBIN S.,ARMSTRONG             R,(805) 527-7903,Unavailable,SIMI VALLEY,CA,93065,VENTURA,17,12,CLOSED,6/7/1994,,5252025
family_child_care_homes,191605850,ATTIAS FAMILY DAY CARE,"ATTIAS, THERESE",THERESE ATTIAS,(310) 391-8458,Unavailable,CULVER CITY,CA,90230,LOS ANGELES,30,12,CLOSED,4/1/1991,3/1/2022,5252025
family_child_care_homes,566201021,AUSTAD FAMILY DAY CARE HOME,AUSTAD REBECCA,AUSTAD                R,(805) 581-0895,Unavailable,SIMI VALLEY,CA,93065,VENTURA,17,12,CLOSED,2/10/1988,,5252025
family_child_care_homes,566201631,BABEL FAMILY DAY CARE HOME,BABEL CHERYL A.,BABEL                 C,(805) 889-5673,Unavailable,AGOURA,CA,91301,VENTURA,17,12,CLOSED,10/11/1990,,5252025
family_child_care_homes,566200722,BACHS FAMILY DAY CARE HOME,BACH SHIRLEY & WILLIAM,BACH                  S,(522) 232-7327,Unavailable,SIMI VALLEY,CA,93065,VENTURA,17,12,CLOSED,11/29/1990,,5252025
family_child_care_homes,566200613,BACKUS AND POWERS FAMILY DAY CARE HOME,BACKUS BARBARA & POWERS,BACKUS                B,(485) 519-1191,Unavailable,EL RIO,CA,93030,VENTURA,17,12,CLOSED,9/30/1987,,5252025
family_child_care_homes,566200796,BADARACCO FAMILY DAY CARE HOME,BADARACCO CHRISTINE,BADARACCO             C,(805) 646-3821,Unavailable,OJAI,CA,93023,VENTURA,17,12,CLOSED,8/27/1991,,5252025
family_child_care_homes,197419516,BAHENA FAMILY CHILD CARE,"BAHENA, SILVIA","BAHENA, SILVIA",(310) 433-1177,Unavailable,LOS ANGELES,CA,90043,LOS ANGELES,58,12,CLOSED,8/25/2014,3/25/2022,5252025
family_child_care_homes,198001554,BARAJAS FAMILY CHILD CARE,"BARAJAS, ANA MARIA","BARAJAS, ANA MARIA",(626) 570-9032,Unavailable,ALHAMBRA,CA,91801,LOS ANGELES,33,10,CLOSED,10/6/1995,8/15/2024,5252025
family_child_care_homes,191607490,BARNSTON FAMILY DAY CARE,"BARNSTON, EDNA",EDNA BARNSTON,(323) 930-0414,Unavailable,LOS ANGELES,CA,90035,LOS ANGELES,58,12,INACTIVE,3/12/1992,,5252025
family_child_care_homes,360918758,BARONE FAMILY DAY CARE,JULIEANNE BARONE,JULIEANNE BARONE,(909) 391-3564,Unavailable,ONTARIO,CA,91762,SAN BERNARDINO,9,12,CLOSED,5/28/1991,3/11/2021,5252025
family_child_care_homes,197494359,BARRERA FAMILY CHILD CARE,NATALJA BARRERA,"BARRERA, NATALJA",(310) 776-2086,Unavailable,LOS ANGELES,CA,90066,LOS ANGELES,30,12,CLOSED,1/10/2020,9/1/2020,5252025
family_child_care_homes,566200504,BARTON FAMILY DAY CARE HOME,BARTON ISABEL & FRED,BARTON                I,(805) 490-6556,Unavailable,NEWBURY PARK,CA,91320,VENTURA,17,12,CLOSED,12/2/1989,,5252025
family_child_care_homes,566200978,BEALS FAMILY DAY CARE HOME,BEALS MICHELLE,BEALS                 M,(805) 529-4190,Unavailable,MOORPARK,CA,93021,VENTURA,17,12,CLOSED,8/3/1989,,5252025
family_child_care_homes,566201947,BEDELL FAMILY DAY CARE HOME,BEDELL FLORENCE E.,BEDELL                F,(805) 642-1039,Unavailable,VENTURA,CA,93003,VENTURA,17,12,CLOSED,8/14/1991,,5252025
family_child_care_homes,198002179,"BELLO, SARA FAMILY DAY CARE","BELLO, SARA","BELLO, SARA",(818) 515-0855,Unavailable,GLENDALE,CA,91203,LOS ANGELES,33,12,CLOSED,10/29/1996,4/12/2023,5252025
family_child_care_homes,566200991,BENCI-WOODWARD FAMILY DAY CARE HOME,BENCI-WOODWARD DEBRA,BENCI-WOODWARD        D,(649) 189-8898,Unavailable,OAK VIEW,CA,93022,VENTURA,17,12,CLOSED,6/6/1988,,5252025
family_child_care_homes,70213795,"BENNETT, MARY","BENNETT, MARY","BENNETT, MARY",(510) 305-7859,Unavailable,SAN PABLO,CA,94806,CONTRA COSTA,2,12,INACTIVE,9/13/1994,,5252025
family_child_care_homes,10215056,"BERKLEY, MARIA","BERKLEY, MARIA","BERKLEY, MARIA",(925) 580-8007,Unavailable,PLEASANTON,CA,94566,ALAMEDA,52,12,CLOSED,12/2/1992,3/13/2023,5252025
family_child_care_homes,191231556,BHAMBHANI FAMILY DAY CARE,"BHAMBHANI, KAMAL","BHAMBHANI, KAMAL",(818) 831-5643,Unavailable,GRANADA HILLS,CA,91344,LOS ANGELES,58,12,INACTIVE,3/29/1993,,5252025
family_child_care_homes,313600103,"BINCZEWSKI, VERONICA","BINCZEWSKI, VERONICA","BINCZEWSKI, VERONICA",(916) 771-3889,Unavailable,ROSEVILLE,CA,95747,PLACER,3,12,CLOSED,3/24/1994,3/22/2023,5252025
family_child_care_homes,10207891,"BISHOP, DERLINE L.","BISHOP, DERLINE L.","BISHOP, DERLINE L.",(510) 632-7907,Unavailable,OAKLAND,CA,94605,ALAMEDA,2,12,CLOSED,7/20/1986,8/14/2020,5252025
family_child_care_homes,372010273,"BLAKE, IVA FAMILY DAY CARE","BLAKE, IVA","BLAKE, IVA",(760) 489-5290,Unavailable,ESCONDIDO,CA,92027,SAN DIEGO,10,12,CLOSED,8/28/1981,8/27/2021,5252025
family_child_care_homes,197410497,BOLOGNA FAMILY CHILD CARE,"BOLOGNA, JO ANN MARIE","BOLOGNA, JO ANN",(310) 833-2750,Unavailable,SAN PEDRO,CA,90732,LOS ANGELES,30,12,CLOSED,9/10/2003,4/13/2021,5252025
family_child_care_homes,197400050,BONIADI FAMILY CHILD CARE,BONIADI IDA,IDA BONIADI,(818) 951-9915,Unavailable,TUJUNGA,CA,91042,LOS ANGELES,12,12,CLOSED,7/15/1994,7/13/2021,5252025
family_child_care_homes,480110456,"BOSSON, VALERI J. FCCH","BOSSON, VALERI J.","BOSSON, VALERI J.",(707) 631-3997,Unavailable,SUISUN,CA,94585,SOLANO,1,9,CLOSED,3/7/1991,3/20/2024,5252025
family_child_care_homes,13411607,"BOUKEZZOULA, KARINE","BOUKEZZOULA, KARINE","BOUKEZZOULA, KARINE",(510) 658-6197,Unavailable,OAKLAND,CA,94609,ALAMEDA,2,12,CLOSED,7/15/1996,8/12/2020,5252025
family_child_care_homes,197416790,BRADLEY FAMILY CHILD CARE,"ADDISON-BRADLEY, ADRIENNE","ADDISON-BRADLEY, ADRIENNE",(818) 481-9311,Unavailable,ENCINO,CA,91316,LOS ANGELES,58,12,CLOSED,12/11/2009,9/3/2024,5252025
family_child_care_homes,566200879,BRANDT FAMILY DAY CARE HOME,BRANDT GLADYS VIRGINIA,BRANDT                G,(805) 488-6178,Unavailable,OXNARD,CA,93033,VENTURA,17,12,CLOSED,8/19/1989,,5252025
family_child_care_homes,566202164,BRICKER FAMILY DAY CARE HOME,BRICKER JEAN E.,BRICKER               J,(805) 482-7929,Unavailable,CAMARILLO,CA,93010,VENTURA,17,12,CLOSED,6/11/1992,,5252025
family_child_care_homes,455406259,"BRISSEY, JODY FAMILY CHILD CARE HOME","BRISSEY, JODY","BRISSEY, JODY",(530) 941-8435,Unavailable,REDDING,CA,96001,SHASTA,13,11,CLOSED,8/8/2012,3/29/2021,5252025
family_child_care_homes,566201103,BROST FAMILY DAY CARE HOME,BROST PAULA,BROST                 P,(805) 482-7977,Unavailable,CAMARILLO,CA,93010,VENTURA,17,12,CLOSED,12/26/1990,,5252025
family_child_care_homes,410517464,"BUCKNER, VERONICA & SMITH","BUCKNER, VERONICA AND SMITH","BUCKNER, VERONICA",(650) 323-4374,Unavailable,EAST PALO ALTO,CA,94303,SAN MATEO,5,12,CLOSED,8/21/1989,8/10/2022,5252025
family_child_care_homes,334841442,BURHAN FAMILY CHILD CARE,"BURHAN, SHAMILA","BURHAN, SHAMILA",(951) 927-1475,Unavailable,HEMET,CA,92544,RIVERSIDE,10,12,CLOSED,6/26/2012,12/30/2021,5252025
family_child_care_homes,380505183,"BYRD, EVA AND BYRD, SHEREE L.","BYRD, EVA AND BYRD, SHEREE L.","BYRD, EVA / BRYD, SHEREE",(415) 239-6340,Unavailable,SAN FRANCISCO,CA,94134,SAN FRANCISCO,5,12,INACTIVE,3/8/1988,,5252025
family_child_care_homes,566201218,CAHOON FAMILY DAY CARE HOME,CAHOON ROGER & CLAUDIA,CAHOON                R,(805) 658-7536,Unavailable,VENTURA,CA,93003,VENTURA,17,12,CLOSED,5/15/1989,,5252025
family_child_care_homes,191609210,CALDERON FAMILY DAY CARE,"CALDERON, CHERYL","CALDERON, CHERYL",(562) 804-4644,Unavailable,LAKEWOOD,CA,90713,LOS ANGELES,54,12,CLOSED,4/20/1993,1/27/2023,5252025
family_child_care_homes,198019831,CAMACHO FAMILY CHILD CARE,ANDREA LOIS CAMACHO,ANDREA CAMACHO,(626) 714-8079,Unavailable,PASADENA,CA,91104,LOS ANGELES,33,12,CLOSED,5/16/2018,8/27/2020,5252025
family_child_care_homes,300610074,"CARNEY, LOIS ELAINE","CARNEY, LOIS ELAINE","CARNEY, LOIS ELAINE",(949) 673-4047,Unavailable,NEWPORT BEACH,CA,92662,ORANGE,6,12,CLOSED,7/1/1989,8/10/2020,5252025
family_child_care_homes,197495103,CASTILLO FAMILY CHILD CARE,IRMA CASTILLO,IRMA CASTILLO,(818) 841-0852,Unavailable,BURBANK,CA,91505,LOS ANGELES,58,12,CLOSED,5/6/2022,10/14/2023,5252025
family_child_care_homes,195700188,CASTILLO FAMILY CHILD CARE,IRMA CASTILLO,IRMA CASTILLO,(818) 841-0852,Unavailable,BURBANK,CA,91505,LOS ANGELES,58,12,ON PROBATION,10/15/2023,,5252025
family_child_care_homes,197413744,CEELY FAMILY CHILD CARE,"CEELY, ANN A.","CEELY, ANN A.",(310) 488-7796,Unavailable,LOS ANGELES,CA,90066,LOS ANGELES,30,12,CLOSED,7/21/2006,1/16/2021,5252025
family_child_care_homes,566200922,CERRA FAMILY DAY CARE HOME,CERRA PATRICIA M.,CERRA                 P,(805) 486-6183,Unavailable,OXNARD,CA,93033,VENTURA,17,12,CLOSED,5/17/1988,,5252025
family_child_care_homes,270767794,"CHAIDEZ, YOLANDA","CHAIDEZ, YOLANDA","CHAIDEZ, YOLANDA",(831) 595-0230,Unavailable,SALINAS,CA,93906,MONTEREY,7,12,CLOSED,7/2/1991,7/30/2020,5252025
family_child_care_homes,214005551,"CHAN-ROSADO, DALIA A.","CHAN-ROSADO, DALIA A.","CHAN-ROSADO, DALIA A.",(415) 524-6411,Unavailable,SAN RAFAEL,CA,94901,MARIN,5,12,CLOSED,6/22/2021,10/22/2024,5252025
